"","Herria","Lema","Erantzuna","Erantzuna..fon.","galdera"
"7002","Tolosa","amaordeko","amáorrdekó","amáɔr̄dekó","2516"
"7003","Uharte Garazi","amaizun","amáizun","amái̯sun","2516"
"7004","Urdiain","ubazama","úbazamá","úβasamá","2516"
"7005","Urdiñarbe","amaizun","amáizün","amái̯syn","2516"
"7006","Urketa","ttantta","ttántta","ttántta","2516"
"7007","Urretxu","uezama","uézamá","uésamá","2516"
"7008","Uztaritze","amaizun","amaízun","amaísun","2516"
"7009","Zaratamo","amaordeko","amáorrdéko","amáor̄ðéko","2516"
"7010","Zaratamo","amaxe","amáxe","amáʃe","2516"
"7011","Zeanuri","amaorde","amaórrde","amaór̄ðe","2516"
"7012","Zeberio","amaordeko","amáorrdeko","amáor̄ðeko","2516"
"7013","Zegama","ugazama","ugázamá","uɣásamá","2516"
"7014","Zilbeti","uezama","úezáma","úesáma","2516"
"7015","Zollo (Arrankudiaga)","amaerdi","ámaerrdi","ámaer̄ði","2516"
"7016","Zornotza","amaorde","amáorrde","amáor̄ðe","2516"
"7017","Zugarramurdi","amaerdi","amaerrdí","amaer̄ðí","2516"
"7018","Abaurregaina  / Abaurrea Alta","ugazumeak","úgazúmeak","úɣasúmeak","2517"
"7019","Ahetze","anaierdi","anáierrdí","anái̯er̄ðí","2517"
"7020","Aia","anaitzako","anáitzakó","anái̯tsakó","2517"
"7021","Aldude","aurriderdi","aurríderrdi","au̯r̄íðer̄ði","2517"
"7022","Aldude","anaierdi","anaiérrdi","anai̯ér̄ði","2517"
"7023","Alkotz","uezak","úezák","úesák","2517"
"7024","Alkotz","uezanayek","uézanáyek","uésanáǰek","2517"
"7025","Altzai","aneierdi","áneiérrdi","ánei̯ér̄ði","2517"
"7026","Altzürükü","anaierdi","anaiérdi","anai̯érdi","2517"
"7027","Altzürükü","anaierdi","anáierdi","anájerdi","2517"
"7028","Altzürükü","aurhideerdik","aurhídeerdík","au̯rhíðeerdík","2517"
"7029","Amezketa","anaiordeko","anáiorrdekó","anái̯ɔr̄ðekɔ́","2517"
"7030","Andoain","sinedeordeko","síñedeorrdekó","śíɲeðeor̄ðekó","2517"
"7031","Andoain","anaiordeko","anáiorrdekó","anái̯or̄ðekó","2517"
"7032","Aniz","anaierdi","anáierdi","anái̯ɛrði","2517"
"7033","Aramaio","anaierdi","anáierrdi","anái̯er̄ði","2517"
"7034","Aramaio","anaiorde","anáiorrde","anái̯or̄ðe","2517"
"7035","Araotz (Oñati)","anaordeko","anáorrdeko","anáor̄ðeko","2517"
"7036","Arbizu","ubezanedda","ubézaneddá","ubésaneddá","2517"
"7037","Arboti","erdianaia","érrdianáia","ér̄ðianája","2517"
"7038","Armendaritze","haurrideerdi","haurrideerrdí","hau̯r̄iðeer̄ðí","2517"
"7039","Arnegi","anaiaerdi","anáiaérrdi","anái̯aér̄ði","2517"
"7040","Arrangoitze","anaiaerdi","anáiaerrdí","anái̯aer̄ðí","2517"
"7041","Arrasate","anaiorde","anáiorrde","anái̯or̄ðe","2517"
"7042","Arrazola (Atxondo)","anaierdi","anáierrdi","anái̯er̄ði","2517"
"7043","Arrazola (Atxondo)","anaiorde","anáiorrde","anái̯or̄ðe","2517"
"7044","Arrieta","anai!orde","anái¡orrdé","anái̯ʒor̄ðé","2517"
"7045","Arroa (Zestoa)","anaitzako","anáitzakó","anái̯tsakó","2517"
"7046","Arroa (Zestoa)","anaiordeko","anáiorrdekó","anái̯ɔr̄ðekó","2517"
"7047","Arrueta","aneiaerdi","áneiaérrdi","ánejaér̄ði","2517"
"7048","Asteasu","uazanai","uazanái","uasanái̯","2517"
"7049","Ataun","uazanai","uazanái","uasanái̯","2517"
"7050","Azkaine","aurrideerdi","aurrídeerrdí","au̯r̄íðeer̄ðí","2517"
"7051","Azkoitia","anaietzako","aná¡etzakó","anáʒɛtsakó","2517"
"7052","Azkoitia","uezanai","úezanái","úesanái̯","2517"
"7053","Azkoitia","anaitzako","anáitzakó","anái̯tsakó","2517"
"7054","Azkoitia","amanaittuk","amanaittúk","amãnai̯ttúk","2517"
"7055","Azkoitia","aittenaittuk","aitténaittúk","ai̯tténai̯ttúk","2517"
"7056","Azpeitia","anaitzeko","anáitzekó","anái̯tsekó","2517"
"7057","Azpeitia","anaierdi","anáierrdí","anái̯ɛr̄ðí","2517"
"7058","Baigorri","anaiaerdi","anaiaerrdi","anajaer̄ði","2517"
"7059","Bakio","anai!eorde","anai¡éorrde","anai̯ʒéor̄ðe","2517"
"7060","Bardoze","anea","ánea","ánea","2517"
"7061","Barkoxe","aneierdi","aneiérdi","anei̯érdi","2517"
"7062","Bastida","aneaerdi","aneaerrdi","aneaer̄ði","2517"
"7063","Beasain","anaiordeko","anáiorrdekó","anái̯or̄ðekó","2517"
"7064","Behorlegi","aurrideerdi","aurrídeerrdí","au̯r̄íðeer̄ðí","2517"
"7065","Beizama","anaitzako","anáitzakó","anái̯tsakó","2517"
"7066","Bergara","anaierdi","anaiérrdi","anai̯ér̄ði","2517"
"7067","Bermeo","usanai!e","usanái¡e","uśanái̯ʒe","2517"
"7068","Berriz","anai!erdi","anái¡errdi","anái̯ʒer̄ði","2517"
"7069","Beruete","uazanai","úazanái","úasanái̯","2517"
"7070","Beruete","anaiordeko","anáiorrdekó","anái̯or̄ðekó","2517"
"7071","Beskoitze","anaierdi","anaiérrdi","anai̯ér̄ði","2517"
"7072","Bidarrai","anaierdi","anaiérrdi","anai̯ér̄ði","2517"
"7073","Bolibar","anaiorde","anáiorrde","anái̯or̄ðe","2517"
"7074","Busturia","anai!orde","anái¡orrde","anái̯ʒor̄ðe","2517"
"7075","Deba","anaierdi","anáierrdí","anái̯ɛr̄ðí","2517"
"7076","Deba","anaixatzako","anáixatzakó","anái̯ʃatsakó","2517"
"7077","Dima","anaiordeko","anaiórrdeko","anai̯ór̄ðeko","2517"
"7078","Domintxaine","anaierdi","anáierdí","anájerdí","2517"
"7079","Donamaria","anaierdika","anáierrdíkAE","anái̯er̄ðíkạ","2517"
"7080","Donibane Lohizune","anaierdi","anáierrdí","anái̯eRðí","2517"
"7081","Donibane Lohizune","aurrideerdi","aurrídeerrdí","au̯RíðeeRðí","2517"
"7082","Donostia","anaiordezko","anaiorrdezko","anai̯or̄ðesko","2517"
"7083","Dorrao / Torrano","ubezanei","úbezanéi","úβesanéi̯","2517"
"7084","Eibar","anaierdi","anáierrdi","anái̯er̄ði","2517"
"7085","Elantxobe","anai!aorde","anái¡aorrde","anái̯ʒaor̄ðe","2517"
"7086","Elduain","anaiordeko","anáiorrdekó","anái̯or̄ðekó","2517"
"7087","Elduain","uazanai","uázanái","uásanái̯","2517"
"7088","Elgoibar","anaierdi","anáierrdi","anái̯er̄ði","2517"
"7089","Elorrio","anaiorde","anáiorrde","anái̯or̄ðe","2517"
"7090","Erratzu","anaierdi","anaiérdi","anai̯ɛ́rði","2517"
"7091","Errezil","anaiatzako","anáiatzakó","anái̯atsakó","2517"
"7092","Errigoiti","anai!eorde","anái¡eorrde","anái̯ʒeor̄ðe","2517"
"7093","Eskiula","anaierdi","ánaiérdi","ánai̯érdi","2517"
"7094","Eskiula","aurhiderdi","aurhidérdi","au̯rhidérdi","2517"
"7095","Etxalar","seniderdi","seníderrdí","śeníðɛr̄ðí","2517"
"7096","Etxaleku","uezaneyek","uézáneyék","uésáneǰék","2517"
"7097","Etxarri (Larraun)","uazanai","úazanái","úasanái̯","2517"
"7098","Etxebarri","anaiordeko","anáiorrdeko","anái̯or̄ðeko","2517"
"7099","Etxebarria","anaierdi","anáierrdí","anái̯ɛr̄ðí","2517"
"7100","Eugi","uezanayak","uézanayák","uésanaǰák","2517"
"7101","Ezkio-Itsaso","anaiordeko","anáiorrdekó","anái̯or̄ðekó","2517"
"7102","Ezkurra","anaierdi","anaierrdí","anai̯ɛr̄ðí","2517"
"7103","Ezterenzubi","haurrideerdi","haurrídeerrdi","hau̯r̄íðeer̄ði","2517"
"7104","Ezterenzubi","anaierdi","anáierrdi","anái̯er̄ði","2517"
"7105","Gaintza","anaiordeko","anáiorrdekó","anái̯or̄ðekó","2517"
"7106","Gaintza","anaeordeko","anaéórrdekó","anaéɔ́r̄ðekó","2517"
"7107","Gamarte","aurrideerdi","aurrídeerrdí","au̯r̄íðeer̄ðí","2517"
"7108","Gamiz-Fika","anai!eorde","aná¡eorrdé","anáʒeor̄ðé","2517"
"7109","Garrüze","aneierdi","aneierdí","anei̯erðí","2517"
"7110","Getaria","anayordeko","anáyorrdekó","anáǰɔr̄ðekó","2517"
"7111","Getaria","anaitzako","anáitzakó","anái̯tsakó","2517"
"7112","Getxo","anaiordeko","anáiorrdeko","anái̯or̄ðeko","2517"
"7113","Gizaburuaga","anai!aerdi","anai¡áerrdi","anai̯ʒáer̄ði","2517"
"7114","Gizaburuaga","anai!aorde","anai¡áorrde","anai̯ʒáor̄ðe","2517"
"7115","Goizueta","anaiaordeko","anáiaorrdekó","anájaor̄ðekó","2517"
"7116","Hazparne","aneierdi","aneiérrdi","anɛi̯ér̄ði","2517"
"7117","Hendaia","anaierdi","anaierrdí","anai̯eRðí","2517"
"7118","Hendaia","aurrideerdi","aurridéerrdi","au̯RiðéeRði","2517"
"7119","Hernani","anaiordeko","anáiorrdekó","anái̯ɔr̄ðekó","2517"
"7120","Hondarribia","anayerdi","anayerrdi","anaǰer̄ði","2517"
"7121","Ibarruri (Muxika)","anai!orde","anái¡orrde","anáiʒor̄ðe","2517"
"7122","Igoa","anaiordeko","anáiorrdekó","anái̯ɔr̄ðekó","2517"
"7123","Ikaztegieta","anaiordeko","anaiorrdeko","anai̯or̄ðeko","2517"
"7124","Irisarri","aneierdi","aneiérrdi","anɛi̯ér̄ði","2517"
"7125","Itsasu","anaiaerdi","anáiaerrdí","anái̯aer̄ðí","2517"
"7126","Izturitze","haurrideerdi","haurrideerrdi","hau̯r̄iðeer̄ði","2517"
"7127","Izturitze","aneaerdi","aneaerrdi","aneaer̄ði","2517"
"7128","Jaurrieta","ugazanae","ugázanaé","uɣásanaé","2517"
"7129","Jutsi","haurrideerdi","haurrideerrdi","hau̯r̄iðeer̄ði","2517"
"7130","Jutsi","aneiaerdi","aneiaerrdi","anejaer̄ði","2517"
"7131","Kortezubi","anai!eorde","anai¡éorrde","anai̯ʒéor̄ðe","2517"
"7132","Landibarre","aneiaerdi","anéiaérdi","anɛ́i̯aérði","2517"
"7133","Larrabetzu","anaiorde","anaiórrde","anai̯ór̄ðe","2517"
"7134","Larraine","anaieerdi","anáieerdi","anái̯eerdi","2517"
"7135","Larzabale","haurriderdi","haurriderrdi","hau̯r̄iðer̄ði","2517"
"7136","Larzabale","anaierdi","anaierrdi","anai̯er̄ði","2517"
"7137","Lasarte-Oria","anaiordeko","anáiorrdekó","anái̯or̄ðekó","2517"
"7138","Laukiz","anaiorde","anáiorrde","anái̯or̄ðe","2517"
"7139","Legazpi","anaiordeko","anaiorrdeko","anai̯or̄ðeko","2517"
"7140","Legazpi","anaitzako","anaitzako","anai̯tsako","2517"
"7141","Legazpi","anailekuko","anailekuko","anai̯lekuko","2517"
"7142","Leintz Gatzaga","anaiorde","anáiorrde","anái̯or̄ðe","2517"
"7143","Leioa","anajeordeko","anajéorrdeko","anaxéor̄ðeko","2517"
"7144","Leitza","senideerdi","sénideerrdí","śéniðeɛr̄ðí","2517"
"7145","Lekaroz","aurrideerdi","aurrídeérrdi","au̯r̄íðɛér̄ði","2517"
"7146","Lekaroz","anaierdi","anáierdi","anái̯ɛrði","2517"
"7147","Lekeitio","anai!aorde","anái¡aorrde","anái̯ʒaor̄ðe","2517"
"7148","Lemoa","anaiorde","anaiórrde","anai̯ór̄ðe","2517"
"7149","Lemoiz","anajeorde","anajéorrde","anaxéor̄ðe","2517"
"7150","Luzaide / Valcarlos","aurrideerdi","aurrídeérrdi","au̯r̄íðeér̄ði","2517"
"7151","Luzaide / Valcarlos","anaiaerdi","anáiaérrdi","anái̯aér̄ði","2517"
"7152","Makea","anaierdi","anáierrdí","anái̯er̄ðí","2517"
"7153","Mañaria","anai!aorde","anái¡aórrde","anái̯ʒaór̄ðe","2517"
"7154","Mendaro","anaierdi","anáierrdí","anái̯ɛr̄ðí","2517"
"7155","Mendaro","anaitzako","anáitzakó","anái̯tsakó","2517"
"7156","Mendata","anai!orde","anái¡orrde","anái̯ʒor̄ðe","2517"
"7157","Montori","anaierdi","ánaierdi","ánai̯erdi","2517"
"7158","Mugerre","anierdi","anierrdi","anier̄ði","2517"
"7159","Mungia","anaieorde","anaiéorrde","anai̯éor̄ðe","2517"
"7160","Oderitz","goazanai","goázanái","ɣoásanái̯","2517"
"7161","Oiartzun","uazanai","uázanái","uá:sanái̯","2517"
"7162","Oñati","anaerdi","anáerrdi","anáer̄ði","2517"
"7163","Ondarroa","anaixerdi","anáixerrdi","anái̯ʃer̄ði","2517"
"7164","Ondarroa","anaixaorde","anaixaórrde","anai̯ʃaór̄ðe","2517"
"7165","Orio","anaiordeko","anáiorrdekó","anái̯ɔr̄ðekó","2517"
"7166","Orozko","anajerdi","anajérrdi","anaxér̄ði","2517"
"7167","Orozko","anaiorde","anaiórrde","anai̯ór̄ðe","2517"
"7168","Otxandio","anaiorde","anáiorrde","anái̯or̄ðe","2517"
"7169","Pagola","anaierdi","anaierdi","anai̯erdi","2517"
"7170","Pasaia","anaiordeko","anáiorrdekó","anái̯or̄ðekó","2517"
"7171","Santa Grazi","haurhiderdi","haurrhidérrdi","hau̯r̄hiðér̄ði","2517"
"7172","Sara","anaierdi","anáiérrdi","anái̯ér̄ði","2517"
"7173","Senpere","anaiaerdi","anáiaérrdi","anái̯aér̄ði","2517"
"7174","Sohüta","aneierdi","áneiérdi","ánei̯érdi","2517"
"7175","Sondika","anajeorde","anajéorrde","anaxéor̄ðe","2517"
"7176","Suarbe","ermanastro","errmanástro","ɛr̄manáśtro","2517"
"7177","Suarbe","uezanai","úezanái","úesanái̯","2517"
"7178","Sunbilla","senideerdi","senídeerdí","śeníðeerðí","2517"
"7179","Sunbilla","anaierdi","anáierdí","anái̯erðí","2517"
"7180","Tolosa","uasanai","uásanái","uáśanái̯","2517"
"7181","Uharte Garazi","anaierdi","anáiérrdi","anái̯ér̄ði","2517"
"7182","Urdiain","ubazanayak","úbazanayák","úβasanaǰák","2517"
"7183","Urdiñarbe","aneierdi","aneiérdi","anei̯érdi","2517"
"7184","Urketa","anaiaerdi","anáiaerrdí","anájaer̄ðí","2517"
"7185","Urretxu","uezanai","uézanái","uésanái̯","2517"
"7186","Ürrüstoi","anaierdi","anaiérdi","anai̯érdi","2517"
"7187","Uztaritze","anaierdi","anaiérrdi","anai̯ér̄ði","2517"
"7188","Zaratamo","anai!orde","anái¡órrde","anái̯ʒór̄ðe","2517"
"7189","Zeanuri","anaiorde","anaiórrde","anai̯ór̄ðe","2517"
"7190","Zeberio","anajeordeko","anajéorrdeko","anaxéor̄ðeko","2517"
"7191","Zegama","anaiordeko","anáiorrdekó","anái̯ɔr̄ðekó","2517"
"7192","Zilbeti","anayerdi","anayérrdi","anaǰér̄ði","2517"
"7193","Zollo (Arrankudiaga)","anajerdi","anajérrdi","anaxér̄ði","2517"
"7194","Zornotza","anai!orde","anái¡orrde","anái̯ʒor̄ðe","2517"
"7195","Zornotza","anai!aerdi","anái¡aerrdi","anái̯ʒaer̄ði","2517"
"7196","Zugarramurdi","anayerdiak","ánayerrdíak","ánaǰer̄ðíak","2517"
"7197","Abaurregaina  / Abaurrea Alta","ugazume","úgazúmeak","úɣasúmeak","2518"
"7198","Ahetze","anaierdi","anáierrdí","anái̯er̄ðí","2518"
"7199","Aia","anaitzako","anáitzakó","anái̯tsakó","2518"
"7200","Aldude","anaierdi","anaiérrdi","anai̯ér̄ði","2518"
"7201","Alkotz","uezak","uézak","uésak","2518"
"7202","Alkotz","uezanai","uézanáyek","uésanáǰek","2518"
"7203","Altzai","aneierdi","áneiérrdi","ánei̯ér̄ði","2518"
"7204","Altzürükü","anaierdi","anaiérdi","anai̯érdi","2518"
"7205","Altzürükü","anaierdi","anaierdi","anajerdi","2518"
"7206","Altzürükü","aurhideerdi","aurhídeerdík","au̯rhíðeerdík","2518"
"7207","Amezketa","anaiordeko","anáiorrdekó","anái̯ɔr̄ðekɔ́","2518"
"7208","Andoain","sinedeordeko","síñedeorrdekó","śíɲeðeor̄ðekó","2518"
"7209","Andoain","anaiordeko","anáiorrdekó","anái̯or̄ðekó","2518"
"7210","Aniz","anaierdi","anáierdi","anái̯ɛrði","2518"
"7211","Aramaio","nebaorde","nebáorrde","neβáor̄ðe","2518"
"7212","Aramaio","nebaerdi","nebáerrdi","neβáer̄ði","2518"
"7213","Araotz (Oñati)","anaordeko","anáorrdeko","anáor̄ðeko","2518"
"7214","Arbizu","ubezanedda","ubézaneddá","ubésaneddá","2518"
"7215","Arboti","erdianaia","érrdianáia","ér̄ðianája","2518"
"7216","Armendaritze","anaierdi","anaierrdí","anai̯er̄ðí","2518"
"7217","Arnegi","anaiaerdi","anáiaérrdi","anái̯aér̄ði","2518"
"7218","Arrangoitze","anaiaerdi","anáiaerrdí","anái̯aer̄ðí","2518"
"7219","Arrasate","anaiorde","anáiorrde","anái̯or̄ðe","2518"
"7220","Arrazola (Atxondo)","nebaorde","nébaorrde","néβaor̄ðe","2518"
"7221","Arrazola (Atxondo)","nebaerdi","nebáerrdi","neβáer̄ði","2518"
"7222","Arrieta","nebaorde","nebáorrdé","neβáor̄ðé","2518"
"7223","Arroa (Zestoa)","anaitzako","anáitzakó","anái̯tsakó","2518"
"7224","Arroa (Zestoa)","anaiordeko","anáiorrdekó","anái̯ɔr̄ðekó","2518"
"7225","Arrueta","aneiaerdi","áneiaérrdi","ánejaér̄ði","2518"
"7226","Asteasu","uazanai","uazanái","uasanái̯","2518"
"7227","Ataun","uazanai","uazanái","uasanái̯","2518"
"7228","Azkaine","anaierdi","anáierrdiá","anái̯er̄ðiá","2518"
"7229","Azkoitia","anaietzako","aná¡etzakó","anáʒɛtsakó","2518"
"7230","Azkoitia","uezanai","úezanái","úesanái̯","2518"
"7231","Azkoitia","anaitzako","anáitzakó","anái̯tsakó","2518"
"7232","Azkoitia","amanaittuk","amanaittúk","amãnai̯ttúk","2518"
"7233","Azkoitia","aittenaittuk","aitténaittúk","ai̯tténai̯ttúk","2518"
"7234","Azpeitia","anaitzeko","anáitzekó","anái̯tsekó","2518"
"7235","Azpeitia","anaierdi","anáierrdí","anái̯ɛr̄ðí","2518"
"7236","Baigorri","anaiaerdi","anaiaerrdi","anajaer̄ði","2518"
"7237","Bakio","nebaorde","nebáorrde","neβáor̄ðe","2518"
"7238","Bardoze","anea","ánea","ánea","2518"
"7239","Barkoxe","aneierdi","aneiérdi","anei̯érdi","2518"
"7240","Bastida","aneaerdi","aneaerrdi","aneaer̄ði","2518"
"7241","Beasain","anaiordeko","anáiorrdekó","anái̯or̄ðekó","2518"
"7242","Behorlegi","anaierdi","anaiérrdi","anai̯ér̄ði","2518"
"7243","Beizama","anaitzako","anáitzakó","anái̯tsakó","2518"
"7244","Bermeo","usneba","usnebá","uśneβá","2518"
"7245","Berriz","nebaerdi","nebáerrdi","neβáer̄ði","2518"
"7246","Beruete","uazanai","úazanái","úasanái̯","2518"
"7247","Beruete","anaiordeko","anáiorrdekó","anái̯or̄ðekó","2518"
"7248","Beskoitze","anaierdi","anaiérrdi","anai̯ér̄ði","2518"
"7249","Bidarrai","anaierdi","anaiérrdi","anai̯ér̄ði","2518"
"7250","Bolibar","nebaorde","nebáorrdé","neβáor̄ðé","2518"
"7251","Busturia","nebaorde","nebáorrde","neβáor̄ðe","2518"
"7252","Deba","anaierdi","anáierrdí","anái̯ɛr̄ðí","2518"
"7253","Dima","neborde","nebórrde","neβór̄ðe","2518"
"7254","Domintxaine","anaierdi","anáierdí","anájerdí","2518"
"7255","Donamaria","anaierdika","anáierrdíkAE","anái̯er̄ðíkạ","2518"
"7256","Donibane Lohizune","aurrideerdi","aurrídeerrdí","au̯RíðeeRðí","2518"
"7257","Donostia","anaiordezko","anaiorrdezko","anai̯or̄ðesko","2518"
"7258","Dorrao / Torrano","ubezanei","úbezanéi","úβesanéi̯","2518"
"7259","Eibar","anaierdi","anáierrdi","anái̯er̄ði","2518"
"7260","Elantxobe","nebaorde","nebáorrde","neβáor̄ðe","2518"
"7261","Elduain","anaiordeko","anáiorrdekó","anái̯or̄ðekó","2518"
"7262","Elduain","uazanai","uázanái","uásanái̯","2518"
"7263","Elgoibar","anaierdi","anáierrdi","anái̯er̄ði","2518"
"7264","Elorrio","nebaorde","nébaorrde","néβaor̄ðe","2518"
"7265","Erratzu","anaierdi","anaiérdi","anai̯ɛ́rði","2518"
"7266","Errezil","anaiatzako","anáiatzakó","anái̯atsakó","2518"
"7267","Errigoiti","nebaorde","nebáorrde","neβáor̄ðe","2518"
"7268","Eskiula","anaierdi","ánaiérdi","ánai̯érdi","2518"
"7269","Eskiula","aurhiderdi","aurhidérdi","au̯rhidérdi","2518"
"7270","Etxalar","seniderdi","seníderrdí","śeníðɛr̄ðí","2518"
"7271","Etxaleku","uezanei","uézáneyék","uésáneǰék","2518"
"7272","Etxarri (Larraun)","uazanai","úazanái","úasanái̯","2518"
"7273","Etxebarri","nebaordeko","nebáorrdeko","neβáor̄ðeko","2518"
"7274","Etxebarria","nebaerdi","nébaérrdi","néβaɛ́r̄ði","2518"
"7275","Eugi","uezanai","uézanayák","uésanaǰák","2518"
"7276","Ezkio-Itsaso","anaiordeko","anáiorrdekó","anái̯or̄ðekó","2518"
"7277","Ezkurra","anaierdi","anaierrdí","anai̯ɛr̄ðí","2518"
"7278","Ezterenzubi","anaierdi","anáierrdi","anái̯er̄ði","2518"
"7279","Gaintza","anaiordeko","anáiorrdekó","anái̯or̄ðekó","2518"
