"","Herria","Lema","Erantzuna","Erantzuna (fon)"
"58","Bermeo","plasaneskatil","plasaneskatil","plaśaneśkatil"
"59","Berriz","neska","néska","néśka"
"60","Berriz","neskatilla","neskátillá","neśkátiʎá"
"61","Beruete","neska","neská","neśká"
"62","Beruete","neskatx","neskátx","neśkátʃ"
"63","Beskoitze","nexkagazte","nexkágazté","neʃkáɣasté"
"64","Bidarrai","neska","néska","néśka"
"65","Bidarrai","neskatxa","neskátxa","neśkátʃa"
"66","Bidarrai","nexkato","nexkáto","neʃkáto"
"67","Bolibar","neskatille","neskátillé","neśkátiʎé"
"68","Busturia","artasibitxarteko","arrtásibitxárrteko","ar̄táśiβitʃár̄teko"
"69","Deba","neskagaste","neskágaste","neśkáɣaśte"
"70","Dima","neska","néska","néśka"
"71","Dima","neskatille","néskatílle","néśkatíʎe"
"72","Dima","neskatxi","neskátxi","neśkátʃi"
"73","Domintxaine","nexkato","nexkáto","neʃkáto"
"74","Domintxaine","nexkatüxia","nexkat´üxia","neʃkatýʃja"
"75","Donamaria","neskatx","neskátx","neśkátʃ"
"76","Donibane Lohizune","neska","neská","neśká"
"77","Donostia","neskagazte","neskagazte","neśkaɣaste"
"78","Dorrao / Torrano","nexkix","néxkix","néʃkiʃ"
"79","Dorrao / Torrano","neskixa","néskixá","néśkiʃá"
"80","Eibar","neskagaste","neskagáste","neśkaɣáśte"
"81","Eibar","neska","neska","neśka"
"82","Elantxobe","neskatilla","neskátilla","neśkátiʎa"
"83","Elantxobe","plasaneskatilla","plasaneskátilla","plaśaneśkátiʎa"
"84","Elantxobe","neskato","neskáto","neśkáto"
"85","Elduain","neskagazte","neskágazté","neśkáɣasté"
"86","Elduain","neskagazte","neskágazte","neśkáɣaste"
"87","Elgoibar","neska","neSZka","nes̟ka"
"88","Elorrio","neskatxa","neskátxa","neśkátʃa"
"89","Elorrio","neskatilla","neskátilla","neśkátiʎa"
"90","Erratzu","nesketx ine","nésketx ine","néśkɛtʃ ine"
"91","Erratzu","neska","néská","néśká"
"92","Errezil","neskagazte","neskágazté","neśkáɣasté"
"93","Errigoiti","neskaeldu","neskáeldú","neśkáeldú"
"94","Errigoiti","neskatille","neskátille","neśkátiʎe"
"95","Errigoiti","neskatxa","neskátxa","neśkátʃa"
"96","Errigoiti","neskatronburu","neskátromburú","neśkátromburú"
"97","Errigoiti","neska","néska","néśka"
"98","Eskiula","nexkatila","nexkatíla","neʃkatíla"
"99","Etxalar","neskatx","neskátx","neśkátʃ"
"100","Etxalar","neska","neská","neśká"
"101","Etxaleku","neskatxe","néskatxé","néśkatʃé"
"102","Etxarri (Larraun)","neska","neská","neśká"
"103","Etxebarri","neskatille","neskátille","neśkátiʎe"
"104","Etxebarri","neskato","neskáto","neśkáto"
"105","Etxebarri","neskagaste","neskágaste","neśkáɣaśte"
"106","Etxebarria","neskagaste","neskágasté","neśkáɣaśté"
"107","Etxebarria","neskatilla","neskatílla","neśkatíʎa"
"108","Eugi","neskatxa","neskátxa","neśkátʃa"
"109","Eugi","neskatiko","neskátikoa","neśkátikoa"
"110","Eugi","neskatiko koxkorra","neskátiko kóxkorrá","neśkátiko kóʃkor̄á"
"111","Eugi","neskine","néskiné","néśkiné"
"112","Eugi","neska in","néska íne","néśka íne"
"113","Ezkio-Itsaso","neskagazte","neskágazté","neśkáɣasté"
"114","Ezkio-Itsaso","neska","neská","neśká"
"115","Ezkurra","neska","neská","neśká"
"116","Ezkurra","neskatx","néskatx","néśkatʃ"
"117","Ezterenzubi","nexkatogazte","néxkatogázte","néʃkatoɣáste"
"118","Gaintza","nexkagazte","nexkágazté","neʃkáɣasté"
"119","Gaintza","nexka","nexká","neʃká"
"120","Gamarte","nexkatogazte","nexkátogazté","neʃkátoɣasté"
"121","Gamiz-Fika","neskato","neskátó","neśkátó"
"122","Garrüze","nekato","nekáto","nekáto"
"123","Garrüze","nexkatogazte","nexkátogazté","neʃkátoɣasté"
"124","Getaria","neskagaste","neskágaSZté","neśkáɣas̟té"
"125","Getaria","neskagaste","neskágaSZtiá","neśkáɣas̟tiá"
"126","Getxo","neskagaste","neskágaste","neśkáɣaśte"
"127","Getxo","neskato","neskáto","neśkáto"
"128","Gizaburuaga","neskatilla","neskatílla","neśkatíʎa"
"129","Goizueta","neskaxgazte","neskáxgazté","neśkáʃɣastɛ́"
"130","Goizueta","neskatxa","neskatxá","neśkatʃá"
"131","Goizueta","neskax","neskáx","neśkáʃ"
"132","Hazparne","neskagazte","neskágazté","neśkáɣasté"
"133","Hendaia","neskagazte","neskágazté","neśkáɣasté"
"134","Hernani","neskagazte","néskagazté","néśkaɣasté"
"135","Hernani","neskatxa","neskatxá","neśkatʃá"
"136","Hernani","mirabe","mírabe","míraβe"
"137","Hondarribia","neskagazte","neskágazté","neśkáɣasté"
"138","Hondarribia","neskatilla","neskátilla","neśkátiʎa"
"139","Ibarruri (Muxika)","neskatilla","neskatílla","neśkatíʎa"
"140","Ibarruri (Muxika)","neskato","neskáto","neśkáto"
"141","Igoa","neskatx","neskátx","neśkátʃ"
"142","Igoa","neska","neská","neśká"
"143","Igoa","neskagazte","néskagazté","néśkaɣasté"
"144","Ikaztegieta","neska","neska","neśka"
"145","Ikaztegieta","neskagazte","neskagazte","neśkaɣaste"
"146","Irisarri","nexkatogazte","nexkátogázte","neʃkátoɣáste"
"147","Irisarri","nexka","néxka","néʃka"
"148","Itsasu","neskagazte","neskagázte","neśkaɣáste"
"149","Itsasu","neska","néska","néśka"
"150","Itsasu","neskatxa","neskátxa","neśkátʃa"
"151","Izturitze","neskagazte","neskagázte","neśkaɣáste"
"152","Jaurrieta","neskato","neskátoa","neśkátoa"
"153","Jutsi","neskatogazte","neskatogazte","neśkatoɣaste"
"154","Kortezubi","neskatille","neskátille","neśkátiʎe"
"155","Kortezubi","plasaneskatille","plasáneskatille","plaśáneśkatiʎe"
"156","Kortezubi","neskato","neskáto","neśkáto"
"157","Landibarre","nexkatogazte","nexkátogázte","neʃkátoɣáste"
"158","Larrabetzu","neskatille","neskatílle","neśkatíʎe"
"159","Larrabetzu","neska","néska","néśka"
"160","Larraine","nexkatila","néxkatíla","néʃkatíla"
"161","Larzabale","nexkato","nexkáto","neʃkáto"
"162","Lasarte-Oria","neskagaste","neskagasté","neśkaɣaśté"
"163","Lasarte-Oria","neskatilla","neskátillá","neśkátiʎá"
"164","Lasarte-Oria","neskatx","neskátx","neśkátʃ"
"165","Laukiz","neskato","neskáto","neśkáto"
"166","Laukiz","neskatille","neskátille","neśkátiʎe"
"167","Legazpi","neskagazte","neskagazte","neśkaɣaste"
"168","Leintz Gatzaga","neska","néska","néśka"
"169","Leioa","neska","néska","néśka"
"170","Leioa","neskatile","neskatíle","neśkatíle"
"171","Leitza","neskatx","neskátx","neśkátʃ"
"172","Leitza","neska","neská","neśká"
"173","Lekaroz","neskatx","neskátx"," neśkátʃ"
"174","Lekeitio","neskatilla","neskátilla","neśkátiʎa"
"175","Lemoa","neska","néska","néśka"
"176","Lemoa","neskatxi","neskátxi","neśkátʃi"
"177","Lemoa","neskatille","neskatílle","neśkatíʎe"
"178","Lemoiz","neskato","neskáto","neśkáto"
"179","Lemoiz","plasaneskato","plasáneskato","plaśáneśkato"
"180","Luzaide / Valcarlos","nexkatogazte","néxkatogázte","néʃkatoɣáste"
"181","Makea","neskagazte","neskágazté","neśkáɣasté"
"182","Mañaria","neskatilla","neskatílla","neśkatíʎa"
"183","Mañaria","neska","néska","néśka"
"184","Mendaro","neskagaste","neskágasté","neśkáɣaśté"
"185","Mendaro","neska","néska","néśka"
"186","Mendata","neskagaste","neskágaste","neśkáɣaśte"
"187","Mendata","plasaneskato","plasaneskato","plaśaneśkato"
"188","Mezkiritz","neska","néska","néśka"
"189","Mezkiritz","neskato","neskáto","neśkáto"
"190","Montori","nexkatila","nexkatilá","neʃkatilá:"
"191","Mugerre","neskatokogazte","neskatokogaztia","neśkatokoɣastia"
"192","Mugerre","neskatogazte","neskatogaztia","neśkatoɣastia"
"193","Mungia","neskatogaste","neskátogáste","neśkátoɣáśte"
"194","Mungia","neskatille","neskátille","neśkátiʎe"
"195","Mungia","neskato","neskáto","neśkáto"
"196","Oderitz","neska","néská","néśká"
"197","Oiartzun","neskagazte","neskágazté","neśkáɣasté"
"198","Oiartzun","neskatxa","neskátxa","neśkátʃa"
"199","Oñati","neska","néska","néśka"
"200","Oñati","neskagaste","neskágaste","neśkáɣaśte"
"201","Ondarroa","neskatilla","neskátilla","neśkátiʎa"
"202","Orexa","neskagazte","neskágazte","neśkáɣaste"
"203","Orexa","neskatxa","neskátxa","neśkátʃa"
"204","Orexa","neskagazte","neskágazte","neśkáɣaste"
"205","Orexa","mirabe","mírabe","míraβe"
"206","Orio","neskagazte","neskágazté","neśkáɣasté"
"207","Orozko","neskatilla","neskátilla","neśkátiʎa"
"208","Orozko","neskatxi","neskátxi","neśkátʃi"
"209","Otxandio","neska","néska","néśka"
"210","Otxandio","neskatilla","neskatílla","neśkatíʎa"
"211","Pagola","nexkatila","nexkatíla","neʃkatíla"
"212","Pagola","nexkatukagazte","nexkátilagaztiá","neʃkátilaɣastjá"
"213","Pasaia","neskagaste","néskagásté","néśkaɣáśté"
"214","Pasaia","neskatxa","neskátxAE","neśkátʃạ"
"215","Santa Grazi","neskatilagazte","neskatilagazté","neśkatilaɣasté"
"216","Sara","neskatxagazte","neskátxagazté","neśkátʃaɣasté"
"217","Sara","neskatxa","neskátxa","neśkátʃa"
"218","Senpere","nexkagazte","néxkagázte","néʃkaɣáste"
"219","Senpere","neskatx","neskátx","neśkátʃ"
"220","Sohüta","nexkatila","néxkatila","néʃkatila"
"221","Sohüta","nekato","nekáto","nekáto"
"222","Sondika","neskatile","neskatíle","neśkatíle"
"223","Suarbe","neskatx","neskátx","neśkátʃ"
"224","Sunbilla","neskatxa","neskátxa","nɛśkátʃa"
"225","Sunbilla","neskax","neskáx","nɛśkáʃ"
"226","Tolosa","neskatxa","neskátxa","neśkátʃa"
"227","Tolosa","mirabe","mirábé","miráβé"
"228","Uharte Garazi","neskagazte","neskágázte","neśkáɣáste"
"229","Urdiain","neska","néska","néśka"
"230","Urdiñarbe","neskatila","neskatilá","neśkatilá"
"231","Urketa","nexka","néxka","néʃka"
"232","Urketa","nexkagazte","nexkagaztia","neʃkaɣastja"
"233","Urretxu","neskagazte","neskágazté","neśkáɣasté"
"234","Urretxu","neska","neská","neśká"
"235","Ürrüstoi","nexkatilgazte","nexkatilgazte","neʃkatilgaste"
"236","Uztaritze","nexkagazte","nexkagázte","neʃkaɣáste"
"237","Zaratamo","neska","néska","néśka"
"238","Zaratamo","neskatille","neskátillé","neśkátiʎé"
"239","Zaratamo","neskatxi","neskátxi","neśkátʃi"
"240","Zeanuri","neskatxi","neskátxi","neśkátʃi"
"241","Zeberio","neskatilla","neskatílla","neśkatíʎa"
"242","Zeberio","neskato","neskáto","neśkáto"
"243","Zeberio","neska","néska","néśka"
"244","Zegama","neskagazte","neskágazté","neśkáɣasté"
"245","Zilbeti","neskatx","neskátx","neśkátʃ"
"246","Zollo (Arrankudiaga)","neskato","neskáto","neśkáto"
"247","Zornotza","neskatilla","neskatílla","neśkatíʎa"
"248","Zugarramurdi","neskatxa","neskátxa","neśkátʃa"
"249","Zugarramurdi","neska","néska","néśka"
"250","Zugarramurdi","neskatxak in","neskátxak inák","neśkátʃak inák"
