"","Herria","Lema","Erantzuna","Erantzuna (fon)"
"151","Lekeitio","mutiko","mutíko","mutíko"
"152","Lemoa","mutiko","mutíko","mutíko"
"153","Lemoiz","mutil","mutíl","mutíl"
"154","Luzaide / Valcarlos","mutiko","mutíko","mutíko"
"155","Makea","muttikoño","muttikoñó","muttikoɲó"
"156","Mañaria","mutiko","mutíko","mutíko"
"157","Mendaro","mutikoskor","mutíkoskórr","mutíkɔśkɔ́r̄"
"158","Mendata","mutill","mútill","mútiʎ"
"159","Mezkiritz","mutiko","mutíko","mutíko"
"160","Montori","putiko","pútikuá","pútikuá"
"161","Mugerre","mutiko","mutiko","mutiko"
"162","Mugerre","muttiko","muttiko","muttiko"
"163","Mungia","mutilgaste","mútílgáste","mútílɣáśte"
"164","Mungia","mutilbardingo","mutílbarrdíngo","mutílβar̄ðíŋgo"
"165","Oderitz","mutiko","mútikó","mútikó"
"166","Oiartzun","mutikozkor","mutíkozkórr","mutíkoskɔ́r̄"
"167","Oñati","mutiko","mutíko","mutíko"
"168","Ondarroa","mutilkoskorr","mutílkoskorr","mutílkośkor̄"
"169","Orexa","mutiko","mutíko","mutíko"
"170","Orexa","mutilkoskorr","mútilkóskorr","mútilkóśkɔr̄"
"171","Orio","mutikoskor","mutíkoskórr","mutíkośkɔ́r̄"
"172","Orozko","mutiko","mutíko","mutíko"
"173","Otxandio","mutiko","mutíko","mutíko"
"174","Otxandio","mutikote","mutikóte","mutikóte"
"175","Pagola","pothiko","pothíko","pothíko"
"176","Pagola","muthikua","muthikúa","muthikúa"
"177","Pasaia","mutilkoskorr","mutílkoskórr","mutílkośkór̄"
"178","Pasaia","mutikoskor","mutíkoskorrem","mutíkośkor̄em"
"179","Pasaia","mutil","mutíl","mutíl"
"180","Santa Grazi","puthiko","puthikó","puthikó"
"181","Sara","mutiko","mutíko","mutíko"
"182","Senpere","mutikogazte","mutíkogázte","mutíkoɣáste"
"183","Sohüta","muthiko","muthíko","muthíko"
"184","Sondika","ume","úme","úme"
"185","Sondika","mutiko","mutíko","mutíko"
"186","Suarbe","mutiko","mutíko","mutíko"
"187","Sunbilla","mutiko","mutíko","mutíko"
"188","Tolosa","mutilkoxkor","mutílkoxkórr","mutílkoʃkɔ́r̄"
"189","Tolosa","mutikoxkor","mutíkoxkorrá","mutíkoʃkor̄á"
"190","Uharte Garazi","mutiko","mútiko","mútiko"
"191","Urdiain","motikogazte","mótikogáztiak","mótikoɣástiak"
"192","Urdiñarbe","muthiko","muthíko","muthíko"
"193","Urketa","muthiko","muthiko","muthiko"
"194","Urretxu","mutikoxkor","mutíkoxkórr","mutíkoʃkɔ́r̄"
"195","Urretxu","mutilkoskorr","mutílkoskórr","mutílkośkɔ́r̄"
"196","Ürrüstoi","potiko","potíko","potíko"
"197","Ürrüstoi","pottiko","pottíko","pottíko"
"198","Uztaritze","muttiko","muttíko","muttíko"
"199","Uztaritze","mutil","mútil","mútil"
"200","Zaratamo","mutiko","mutíko","mutíko"
"201","Zeanuri","mutiko","mutíko","mutíko"
"202","Zeberio","mutiko","mutíko","mutíko"
"203","Zeberio","mutil","mútil","mútil"
"204","Zegama","motiko","motikó","motikó"
"205","Zilbeti","mutiko","mutíko","mutíko"
"206","Zollo (Arrankudiaga)","mutiko","mútiko","mútiko"
"207","Zornotza","mutikogarrote","mutíkogarrote","mutíkoɣar̄ote"
"208","Zugarramurdi","mutiko","mutíko","mutíko"
"209","Zugarramurdi","muttiko","muttíko","muttíko"
"210","Zugarramurdi","mutikokozkor","mutíkokozkórra","mutíkokoskór̄a"
