"","Herria","Lema","Erantzuna","Erantzuna (fon)"
"63","Bolibar","aittitte","áittitte","ái̯ttitte"
"64","Busturia","aitxitxe","áitxitxe","ái̯tʃitʃe"
"65","Deba","aitxitxa","aitxítxa","ai̯tʃítʃa"
"66","Dima","aitite","áitite","ái̯tite"
"67","Domintxaine","aitañi","áitañí","ái̯taɲí:"
"68","Domintxaine","attatta","áttattá","áttattá"
"69","Domintxaine","aitatxi","áitatxí","ái̯tatʃí"
"70","Domintxaine","pepe","pépe","pépe"
"71","Donamaria","atautxi","atáutxi","atáu̯tʃi"
"72","Donibane Lohizune","aitatxi","aitatxí","ai̯tatʃí"
"73","Donostia","atton","attón","attón"
"74","Dorrao / Torrano","eittun","eittún","ei̯ttún"
"75","Dorrao / Torrano","eittazar","éittazárr","éi̯ttasár̄"
"76","Eibar","aitita","áitita","ái̯tita"
"77","Eibar","aittitta","áittitta","ái̯ttitta"
"78","Elantxobe","atxitxe","átxitxe","átʃitʃe"
"79","Elduain","attona","attóná","attóná"
"80","Elduain","atton","attón","attón"
"81","Elgoibar","aittitta","aittítta","ai̯ttítta"
"82","Elorrio","aitita","aitíta","ai̯títa"
"83","Erratzu","aitetxi","aitetxí","ai̯tetʃí"
"84","Errezil","aittajaun","aittájáun","ai̯ttáxáu̯n"
"85","Errezil","aittaitta","aittaittá","ai̯ttai̯ttá"
"86","Errezil","aittona","aittoná","ai̯ttoná"
"87","Errigoiti","aittitte","aittítte","ai̯ttítte"
"88","Errigoiti","aitona","aitóna","ai̯tóna"
"89","Eskiula","aitañi","aitañí","ai̯taɲí"
"90","Etxalar","atautxi","atáutxi","atáu̯tʃi"
"91","Etxalar","attautxi","attautxí","attautʃí"
"92","Etxaleku","aittona","aittoná","ai̯ttoná"
"93","Etxaleku","abuelo","ábueló","áβweló"
"94","Etxaleku","attun","attún","attún"
"95","Etxarri (Larraun)","attun","attún","attún"
"96","Etxebarri","aittitte","aittítte","ai̯ttítte"
"97","Etxebarria","aittitte","áittitté","ái̯ttitté"
"98","Eugi","aitutxi","aitútxi","ai̯tútʃi"
"99","Eugi","abuelo","abuélo","aβwélo"
"100","Ezkio-Itsaso","attejaun","attéjaun","attéxau̯n"
"101","Ezkio-Itsaso","attona","attóna","attóna"
"102","Ezkurra","attun","attún","attún"
"103","Ezterenzubi","aitatxi","aitátxi","ai̯tátʃi"
"104","Ezterenzubi","attitti","attítti","attítti"
"105","Gaintza","attun","attún","attún"
"106","Gamarte","attitto","attítto","attítto"
"107","Gamarte","atito","atíto","atíto"
"108","Gamiz-Fika","aittitte","áittitte","ái̯ttitte"
"109","Garrüze","atti","attí","attí"
"110","Getaria","aitona","aitóná","ai̯tóná"
"111","Getaria","aitajauna","aitájauná","ai̯táxau̯ná"
"112","Getxo","aitite","áitite","ái̯tite"
"113","Gizaburuaga","aittitte","áittitte","ái̯ttitte"
"114","Goizueta","attona","attóná","attó:ná"
"115","Hazparne","aitatxi","aitátxi","ai̯tátʃi"
"116","Hendaia","aitatxi","aitátxi","ai̯tátʃi"
"117","Hernani","atton","attón","attón"
"118","Hondarribia","attona","attóna","attóna"
"119","Hondarribia","attatxi","attátxi","attátʃi"
"120","Ibarruri (Muxika)","aittitte","áittitte","ái̯ttitte"
"121","Ibarruri (Muxika)","aitona","aitóna","ai̯tóna"
"122","Igoa","ataotxe","átaotxé","átaotʃé"
"123","Igoa","abuelo","ábueló","áβweló"
"124","Ikaztegieta","atton","attón","attón"
"125","Irisarri","aitatxi","aitátxi","ai̯tátʃi"
"126","Itsasu","aitatxi","áitatxi","ái̯tatʃi"
"127","Izturitze","aitaatxi","aitaátxi","ai̯taátʃi"
"128","Jaurrieta","aitatto","aitattó","ai̯tattó"
"129","Jutsi","aitatxi","aitatxi","ai̯tatʃi"
"130","Jutsi","attitti","attitti","attitti"
"131","Jutsi","attatta","attatta","attatta"
"132","Jutsi","aitañi","aitañi","ai̯taɲi"
"133","Kortezubi","aitxitxe","áitxitxe","ái̯tʃitʃe"
"134","Landibarre","aitatxi","aitatxí","ai̯tatʃí"
"135","Larrabetzu","aitite","áitite","ái̯tite"
"136","Larraine","aitañi","áitañí","ái̯taɲí:"
"137","Larzabale","attitti","attittí","attittí"
"138","Lasarte-Oria","aiton","aitón","ai̯tón"
"139","Laukiz","aittitte","áittitte","ái̯ttitte"
"140","Legazpi","attejaun","attejaun","attexau̯n"
"141","Leintz Gatzaga","aittona","aittóna","ai̯ttóna"
"142","Leintz Gatzaga","aittajaun","aittájaun","ai̯ttáxau̯n"
"143","Leioa","aitite","áitite","ái̯tite"
"144","Leitza","attuna","attuná","attuná"
"145","Lekaroz","aitetxi","aitétxi","ai̯tɛ́tʃi"
"146","Lekeitio","aittitta","aittítta","ai̯ttítta"
"147","Lemoa","aitaite","áitaite","ái̯tai̯te"
"148","Lemoa","aitu","áitu","ái̯tu"
"149","Lemoiz","aitxitxe","áitxitxe","ái̯tʃitʃe"
"150","Luzaide / Valcarlos","aitatxi","aitátxi","ai̯tátʃi"
"151","Makea","aitatxi","áitatxí","ái̯tatʃí"
"152","Makea","aitaso","áitasó","ái̯taśó"
"153","Mañaria","aittitte","áittitte","ái̯ttitte"
"154","Mendaro","aitxitxa","áitxitxá","ái̯tʃitʃá"
"155","Mendata","aittitta","aittítta","ai̯ttítta"
"156","Mezkiritz","aitatxi","aitátxi","ai̯tátʃi"
"157","Mezkiritz","apitxi","apítxi","apítʃi"
"158","Montori","axaita","axáita","aʃái̯ta"
"159","Montori","attatta","attátta","attátta"
"160","Montori","aitañi","aitañí","ai̯taɲí"
"161","Mugerre","aititxi","aitítxi","ai̯títʃi"
"162","Mungia","aittitte","áittitte","ái̯ttitte"
"163","Oderitz","attuna","áttuná","áttuná"
"164","Oiartzun","atton","attón","attón"
"165","Oñati","aittajaun","aittájaun","ai̯ttáxau̯n"
"166","Ondarroa","aitxitxe","áitxitxe","ái̯tʃitʃe"
"167","Orexa","atton","átton","á:tton"
"168","Orexa","aitajauna","áitajáuna","ái̯taxáu̯na"
"169","Orio","aitona","aitoná","ai̯toná"
"170","Orozko","aiteite","aitéite","ai̯téi̯te"
"171","Orozko","aitona","áitona","ái̯tona"
"172","Otxandio","aitteitte","aittéitte","ai̯ttéi̯tte"
"173","Pagola","aitatxi","aitátxi","ai̯tátʃi"
"174","Pagola","aitañi","aitañi","ai̯taɲi"
"175","Pagola","attatta","attátta","attátta"
"176","Pasaia","aiton","áitón","ái̯tón"
"177","Santa Grazi","aitañi","aitañi","ai̯taɲi"
"178","Sara","aitatxi","aitátxi","ai̯tátʃi"
"179","Senpere","aitatxi","aitátxi","ai̯tátʃi"
"180","Sohüta","aitañi","áitañí","ái̯taɲí:"
"181","Sondika","aitite","áitite","ái̯tite"
"182","Suarbe","abuelo","abuélo","aβwélo"
"183","Sunbilla","atautxi","atáutxi","atáutʃi"
"184","Tolosa","aitona","aitóná","ai̯tóná"
"185","Uharte Garazi","aitatxi","aitátxi","ai̯tátʃi"
"186","Urdiain","attun","attún","attún"
"187","Urdiñarbe","aitañi","aitañí","ai̯taɲí"
"188","Urketa","aitatxi","aitátxi","ai̯tátʃi"
"189","Urretxu","aittajaun","aittájáun","ai̯ttáxáu̯n"
"190","Urretxu","abuelo","abuélo","aβwélo"
"191","Urretxu","aittona","aittóna","ai̯ttóna"
"192","Ürrüstoi","aitañi","aitañí","ai̯taɲí"
"193","Uztaritze","aitatxi","aitátxi","ai̯tátʃi"
"194","Zaratamo","aitaite","aitáite","ai̯tái̯te"
"195","Zaratamo","aitu","áitu","ái̯tu"
"196","Zeanuri","aitite","aitíte","ai̯títe"
"197","Zeberio","aiteite","aitéite","ai̯téi̯te"
"198","Zeberio","aitu","áitu","ái̯tu"
"199","Zeberio","aitona","aitóna","ai̯tóna"
"200","Zegama","aittona","aittoná","ai̯ttoná"
"201","Zilbeti","apitxi","apítxi","apítʃi"
"202","Zollo (Arrankudiaga)","abuelo","abuélo","aβwélo"
"203","Zollo (Arrankudiaga)","aiteite","aitéite","ai̯téi̯te"
"204","Zornotza","aittitte","aittitte","ai̯ttitte"
"205","Zugarramurdi","aitatxi","áitatxí","ái̯tatʃí"
