"","Herria","Lema","Erantzuna","Erantzuna (fon)"
"137","Senpere","sui","súi","śúi"
"138","Sohüta","sühü","s´ühü","śýhỹ"
"139","Sohüta","sühi","sühí","śyhi"
"140","Sondika","sun","sún","śún"
"141","Suarbe","sui","suí","śwí"
"142","Sunbilla","suya","suyá","śuǰá"
"143","Tolosa","sui","suí","śwí"
"144","Uharte Garazi","sui","súi","śúi"
"145","Urdiain","sui","suí","śuí"
"146","Urdiñarbe","bofiza","bofíza","bofísa"
"147","Urketa","suhia","súhia","śúhia"
"148","Urretxu","sui","suí","śwí"
"149","Ürrüstoi","zühi","zühi","syhi"
"150","Uztaritze","subi","súbi","śúβi"
"151","Zaratamo","suin","suin","świn"
"152","Zeanuri","suin","suín","śwín"
"153","Zeberio","suin","súin","śúi̯n"
"154","Zegama","sui","suí","śuí"
"155","Zilbeti","suye","súye","śúǰe"
"156","Zollo (Arrankudiaga)","suin","suín","śwín"
"157","Zornotza","suin","suín","śwín"
"158","Zugarramurdi","sui","súi","śúi"
