"","Herria","Lema","Erantzuna","Erantzuna (fon)"
"134","Larraine","mothiko","móthiko","móthiko"
"135","Larzabale","muthiko","muthíko","muthíko"
"136","Lasarte-Oria","mutilgaste","mutílgasté","mutílgaśté"
"137","Lasarte-Oria","mutilgazte","mutílgazté","mutílɣasté"
"138","Laukiz","mutill","mutill","mutiʎ"
"139","Laukiz","morroi","morroi","mor̄oi̯"
"140","Legazpi","mutilgazte","mutilgazte","mutilgaste"
"141","Leintz Gatzaga","mutil","mútil","mútil"
"142","Leioa","mutil","mutíl","mutíl"
"143","Leioa","morrosko","morrósko","mor̄óśko"
"144","Leioa","morroi","morroi","mor̄oi̯"
"145","Leitza","mutil","mutíl","mutíl"
"146","Lekaroz","mutil","mutíl","mutíl"
"147","Lekeitio","mutill","mútill","mútiʎ"
"148","Lemoa","mutil","mútil","mútil"
"149","Lemoiz","mutilleldu","mutilleldú","mutiʎelðú"
"150","Lemoiz","mutilgaste","mutílgaste","mutílɣaśte"
"151","Luzaide / Valcarlos","mutikogaste","mutíkogáste","mutíkoɣáśte"
"152","Makea","mutilgazte","mutílgazté","mutílɣasté"
"153","Makea","mutil","mútil","mútil"
"154","Makea","mutikokozkor","mutikokozkorr","mutikokoskor̄"
"155","Mañaria","mutill","mútill","mútiʎ"
"156","Mendaro","mutilgaste","mutílgasté","mutílɣaśté"
"157","Mendaro","mutill","mútíll","mútíʎ"
"158","Mendata","mutiko","mutíko","mutíko"
"159","Mendata","mutill","mútill","mútiʎ"
"160","Mendata","mutillgaste","mutíllgaste","mutíʎɣaśte"
"161","Mezkiritz","mutil","mutíl","mutíl"
"162","Montori","motiku","mOUtikúa","mọtikúa"
"163","Montori","muthiko","muthíko","muthíko"
"164","Mugerre","mutiko","mutiko","mutiko"
"165","Mungia","mutilgaste","mutílgáste","mutílɣáśte"
"166","Mungia","morrosko","morrósko","mor̄óśko"
"167","Oderitz","mutil","mútíl","mútíl"
"168","Oderitz","mutill","mútillé","mútiʎé"
"169","Oiartzun","mutillgazte","mutíllgazté","mutíʎɣasté"
"170","Oñati","mutilgaste","mutílgaste","mutílɣaśte"
"171","Ondarroa","mutil","mútil","mútil"
"172","Orexa","mutill","mútill","mútiʎ"
"173","Orio","mutilgazte","mutílgazté","mutílɣasté"
"174","Orio","mutill","mutílla","mutíʎa"
"175","Orozko","mutikokaskondu","mutíkokaskóndu","mutíkokaśkóndu"
"176","Orozko","gaste","gáste","ɣáśte"
"177","Orozko","morroi","mórroi","mór̄oi̯"
"178","Orozko","morrosko","morrósko","mor̄óśko"
"179","Otxandio","mutil","mútil","mútil"
"180","Pagola","muthiko","muthíko","muthíko"
"181","Pagola","muthikogazte","muthíkogazté","muthíkoɣasté"
"182","Pasaia","mutilgazte","mutílgazte","mutílgaste"
"183","Pasaia","mutilgaste","mutílgáste","mutílɣáśte"
"184","Santa Grazi","pothikogazte","pothikogazté","pothikoɣasté"
"185","Sara","gizongazte","gizóngazté","gisóŋgasté"
"186","Sara","mutiko","mutíko","mutíko"
"187","Senpere","mutilgazte","mutilgázte","mutilɣáste"
"188","Sohüta","muthiko","muthíko","muthíko"
"189","Sohüta","pothiko","pothíko","pothíko"
"190","Sondika","mutilgaste","mutilgáste","mutilɣáśte"
"191","Sondika","morroi","morrói","mor̄ói̯"
"192","Suarbe","mutill","mútill","mútiʎ"
"193","Sunbilla","mutill","mutíll","mutíʎ"
"194","Tolosa","mutill","mutíll","mutíʎ"
"195","Tolosa","galai","galái","galái̯"
"196","Uharte Garazi","mutikogazte","mutíkogázte","mutíkoɣáste"
"197","Urdiain","mutil","mútilák","mútilák"
"198","Urdiain","mutikidda","mútikiddá","mútikiddá"
"199","Urdiñarbe","muthiko","muthíko","muthíko"
"200","Urketa","muthikogazte","múthikogaztiá","múthikoɣastjá"
"201","Urretxu","mutilgazte","mutílgazté","mutílɣasté"
"202","Urretxu","mutill","mútill","mútiʎ"
"203","Ürrüstoi","muthikogazte","muthíkogazte","muthíkoɣaste"
"204","Uztaritze","mutikogazte","mutíkogázte","mutíkoɣáste"
"205","Zaratamo","mutiko","mutíko","mutíko"
"206","Zaratamo","morrosko","morrósko","mor̄óśko"
"207","Zeanuri","mutil","mútil","mútil"
"208","Zeanuri","mutilgaste","mutilgáste","mutilɣáśte"
"209","Zeberio","mutilgaste","mutilgáste","mutilɣáśte"
"210","Zeberio","morrosko","morrósko","mor̄óśko"
"211","Zegama","motilgazte","motílgazté","motílɣasté"
"212","Zilbeti","mutil","mutíl","mutíl"
"213","Zollo (Arrankudiaga)","mutil","mútil","mútil"
"214","Zollo (Arrankudiaga)","mutilgaste","mutílgaste","mutílɣaśte"
"215","Zornotza","mutilgaste","mutilgáste","mutilɣáśte"
"216","Zornotza","morrosko","morrósko","mor̄óśko"
"217","Zugarramurdi","mutil","mutíla","mutíla"
"218","Zugarramurdi","mutil in","mutíl ína","mutíl ína"
