"","Herria","Lema","Erantzuna","Erantzuna (fon)"
"35","Arrueta","semettipi","semettípi","śemettípi"
"36","Arrueta","arrahaur","árrahaurr","ár̄ahau̯r̄"
"37","Asteasu","illoba","illobá","iʎoβá"
"38","Asteasu","billoba","billóbá","biʎóβá"
"39","Ataun","illoba","illobá","iʎoβá"
"40","Azkaine","illobattiki","illóbattíki","iʎóβattíki"
"41","Azkoitia","billoba","billóba","biʎóβa"
"42","Azkoitia","illoba","illóba","iʎóβa"
"43","Azpeitia","billoba","billóba","βiʎóβa"
"44","Azpeitia","illoba","illóba","iʎóβa"
"45","Baigorri","iloba","iloba","iloβa"
"46","Baigorri","ilobattipi","ilobattipi","iloβattipi"
"47","Bakio","loba","lóba","lóβa"
"48","Bardoze","arraseme","arráseme","ar̄áśeme"
"49","Barkoxe","arrahaur","arraháur","ar̄aháu̯r"
"50","Barkoxe","arraseme","arraséme","ar̄aśéme"
"51","Beasain","illoba","illóba","iʎóβa"
"52","Behorlegi","haurttipi","haurrttipí","hau̯r̄ttipí"
"53","Beizama","illoba","íllobá","íʎoβá"
"54","Bergara","loiba","lóiba","lói̯βa"
"55","Bermeo","loba","lobá","loβá"
"56","Berriz","loba","lóba","lóβa"
"57","Beruete","illo","illó","iʎó"
"58","Beruete","illoa","ílloá","íʎoá"
"59","Beskoitze","semettipi","seméttipí","śeméttipí"
"60","Bidarrai","iloba","ilóba","ilóβa"
"61","Bolibar","loba","lóba","lóβa"
"62","Busturia","loba","lóba","lóβa"
"63","Deba","illoba","illóba","iʎóβa"
"64","Dima","lloba","llóba","ʎóβa"
"65","Dima","billoba","billóba","βiʎóβa"
"66","Domintxaine","sematxi","semátxia","śemátʃia"
"67","Domintxaine","arraseme","arráséme","ar̄áśéme"
"68","Donamaria","illoba","illóba","iʎóβa"
"69","Donibane Lohizune","iloba","ilóba","ilóβa"
"70","Donostia","illoba","illóba","iʎóβa"
"71","Donostia","billoba","billoba","biʎoβa"
"72","Dorrao / Torrano","illo","íllo","íʎo"
"73","Eibar","billoba","billóba","biʎóβa"
"74","Elantxobe","loba","lóba","lóβa"
"75","Elduain","billoba","billóbá","βiʎó:βá"
"76","Elgoibar","illoba","illóba","iʎóβa"
"77","Elorrio","loiba","lóiba","lói̯βa"
"78","Elorrio","billoba","billóba","βiʎóβa"
"79","Erratzu","ilua","iluá","ilwá"
"80","Errezil","billoba","billobá","biʎoβá"
"81","Errigoiti","loba","lóba","lóβa"
"82","Eskiula","arrahaur","árraháur","ár̄aháu̯r"
"83","Eskiula","arraseme","arraséme","ar̄aśéme"
"84","Etxalar","illoba","illóbá","iʎóβá"
"85","Etxaleku","illuattiki","ílluattikík","íʎuattikík"
"86","Etxaleku","illoba","íllobak","íʎoβak"
"87","Etxarri (Larraun)","illoa","ílloá","íʎoá"
"88","Etxebarri","lloba","llóba","ʎóβa"
"89","Etxebarria","loba","lóba","lóβa"
"90","Ezkio-Itsaso","illoba","illóba","iʎóβa"
"91","Ezkurra","illo","illó","iʎó"
"92","Ezkurra","illoba","illóbá","iʎóβá"
"93","Ezterenzubi","sematxi","semátxi","śemátʃi"
"94","Ezterenzubi","arrasame","arrasame","ar̄aśame"
"95","Gaintza","illoa","illoá","iʎoá"
"96","Gamarte","illoba","illóba","iʎóβa"
"97","Gamiz-Fika","loba","lobá","loβá"
"98","Garrüze","aurttipi","aurrttípi","au̯r̄ttípi"
"99","Getaria","illoba","illóbá","iʎóβá"
"100","Getxo","loba","lobá","loβá"
"101","Gizaburuaga","illoba","illóba","iʎóβa"
"102","Goizueta","illoua","illóuá","iʎó:wá"
"103","Hazparne","semettipi","semettípi","śemettípi"
"104","Hendaia","illobattiki","illobáttiki","iʎoβáttiki"
"105","Hernani","illobattigi","illóbattigí","iʎóβattiɣí"
"106","Hondarribia","illoba","illóba","iʎóβa"
"107","Ibarruri (Muxika)","loba","lóba","lóβa"
"108","Ibarruri (Muxika)","briloba","brríloba","βr̄íloβa"
"109","Igoa","illo","illó","iʎó"
"110","Igoa","illoa","ílloá","íʎoá"
"111","Igoa","nieto","nietó","njetó"
"112","Ikaztegieta","illobattiki","illobattiki","iʎoβattiki"
"113","Ikaztegieta","billoba","billóba","biʎóβa"
"114","Irisarri","semettipi","seméttípi","śeméttípi"
"115","Itsasu","semetxipi","sémetxipí","śémetʃipí"
"116","Izturitze","semettipi","semettípi","śemettípi"
"117","Izturitze","ilobattipi","ilobattipi","iloβattipi"
"118","Jaurrieta","nieto","niétoa","njétoa"
"119","Jutsi","iloba","iloba","iloβa"
"120","Kortezubi","loba","lobá","loβá"
"121","Landibarre","illobattipi","illobáttipí","iʎoβáttipí"
"122","Larrabetzu","loba","lóba","lóβa"
"123","Larraine","arrahaur","arraháur","ar̄aháu̯r"
"124","Larraine","arraseme","arraséme","ar̄aśéme"
"125","Larzabale","arrailloba","arraillóba","ar̄ai̯ʎóβa"
"126","Larzabale","arrahaur","arrahaurr","ar̄ahau̯r̄"
"127","Lasarte-Oria","illoba","illobá","iʎoβá"
"128","Lasarte-Oria","billoba","bíllobá","bíʎoβá"
"129","Laukiz","loba","lóba","lóβa"
"130","Legazpi","billoba","billoba","βiʎoβa"
"131","Leintz Gatzaga","billoba","billóba","βiʎóβa"
"132","Leioa","loba","lóba","lóβa"
"133","Leitza","illoba","illobá","iʎoβá"
"134","Leitza","illoa","ílloák","íʎoák"
"135","Lekaroz","iloa","íloa","íloa"
"136","Lekaroz","iloa","ílua","ílwa"
"137","Lekeitio","illoba","illóba","iʎóβa"
"138","Lemoa","lloba","llóba","ʎóβa"
"139","Lemoiz","loba","lobá","loβá"
"140","Luzaide / Valcarlos","ilobattipi","ilóbattípi","ilóβattípi"
"141","Makea","illobattipi","illóbattipí","iʎóβattipí"
"142","Makea","semettipi","sémettipí","śémettipí"
"143","Mañaria","illoba","illóba","iʎóβa"
"144","Mendaro","illoba","illóba","iʎóβa"
"145","Mendata","loba","lóba","lóβa"
"146","Mezkiritz","billoba","billóba","biʎóβa"
"147","Montori","arrahaur","árraháur","ár̄aháu̯r"
"148","Montori","arraseme","árraseme","ár̄aśeme"
"149","Mugerre","semaitxi","semaitxi","śemai̯tʃi"
"150","Mugerre","semettipi","semettipi","śemettipi"
"151","Mungia","loba","loba","loβa"
"152","Oderitz","illoa","ílloá","íʎoá"
"153","Oderitz","illo","ílló","íʎó"
"154","Oiartzun","billoba","billóbá","βiʎóβá"
"155","Oiartzun","illoba","illóba","iʎóβa"
"156","Oñati","lloba","llóba","ʎóβa"
"157","Ondarroa","loba","lóba","lóβa"
"158","Orexa","illoba","illóba","iʎóβa"
"159","Orio","illoba","illóbá","iʎóβá"
"160","Orozko","nieto","niéto","niéto"
"161","Orozko","billoba","billóba","βiʎóβa"
"162","Otxandio","lloba","llóba","ʎóβa"
"163","Pagola","arrahaur","arraháurr","ar̄aháu̯r̄"
"164","Pagola","arraseme","arraséme","ar̄aśéme"
"165","Pagola","semettipi","sémettípi","śémettípi"
"166","Pasaia","billoba","bíllobá","bíʎoβá"
"167","Santa Grazi","semettipi","semettípi","śemettípi"
"168","Santa Grazi","arrahaur","arrahaurr","ar̄ahau̯r̄"
"169","Sara","semettiki","semettíki","śemettíki"
"170","Senpere","semeutxi","semeútxi","śemeútʃi"
"171","Sohüta","arraseme","árraséme","ár̄aśéme"
"172","Sohüta","arrahaur","árraháur","ár̄aháu̯r"
"173","Sondika","loba","lóba","lóβa"
"174","Suarbe","nieto","niéto","njéto"
"175","Sunbilla","illoba","illóba","iʎóβa"
"176","Tolosa","billoba","billóbá","biʎóβá"
"177","Uharte Garazi","ilobattipi","ilobáttípi","iloβáttípi"
"178","Urdiain","illoba","íllobá","íʎoβá"
"179","Urdiain","nieto","niétuá","njétuá"
"180","Urdiñarbe","arrahaur","arraháurr","ar̄aháu̯r̄"
"181","Urdiñarbe","arraseme","arraséme","ar̄aśéme"
"182","Urretxu","billoba","bíllobá","bíʎoβá"
"183","Ürrüstoi","arrahaur","arrahaur","ar̄ahau̯r"
"184","Ürrüstoi","arraseme","arraseme","ar̄aśeme"
"185","Uztaritze","ilobattiki","ilobattíki","iloβattíki"
"186","Uztaritze","semeetxi","semeetxí","śemeetʃí"
"187","Zaratamo","lloba","llóba","ʎóβa"
"188","Zeanuri","lloba","llóba","ʎóβa"
"189","Zeberio","billoba","billóba","βiʎóβa"
"190","Zegama","illoba","illobá","iʎoβá"
"191","Zilbeti","illoba","íllobá","íʎoβá"
"192","Zollo (Arrankudiaga)","nieto","niéto","njéto"
"193","Zornotza","lloba","llóba","ʎóβa"
"194","Zugarramurdi","iloba","ilóba","ilóβa"
