"","Herria","Lema","Erantzuna","Erantzuna (fon)"
"49","Bergara","tio","tío","tío"
"50","Bermeo","osaba","osabá","ośaβá"
"51","Bermeo","tio","tío","tío"
"52","Berriz","osaba","osába","ośáβa"
"53","Beruete","osaba","osabá","ośaβá"
"54","Beruete","osa","osá","ośá:"
"55","Beskoitze","otto","ottó","ottó"
"56","Beskoitze","osaba","osába","ośáβa"
"57","Bidarrai","oseba","oséba","ośéβa"
"58","Bidarrai","otto","ótto","ótto"
"59","Bolibar","osaba","osába","ośáβa"
"60","Busturia","osaba","osába","ośáβa"
"61","Deba","tio","tío","tío"
"62","Deba","osaba","osába","ośáβa"
"63","Dima","osaba","osába","ośáβa"
"64","Domintxaine","otto","ótto","ótto"
"65","Domintxaine","oseba","oséba","ośéβa"
"66","Donamaria","osaba","osába","ośáβa"
"67","Donibane Lohizune","osaba","osába","ośáβa"
"68","Donostia","osoba","osóba","ośóβa"
"69","Dorrao / Torrano","osaba","osába","ośáβa"
"70","Eibar","tio","tió","tió"
"71","Elantxobe","osaba","osába","ośáβa"
"72","Elduain","osaba","ósabá","óśaβá"
"73","Elgoibar","tio","tío","tío"
"74","Elorrio","osaba","osába","ośáβa"
"75","Erratzu","osaba","osába","ośáβa"
"76","Errezil","osaba","osábá","ośáβá"
"77","Errigoiti","tio","tío","tío"
"78","Errigoiti","osaba","osába","ośáβa"
"79","Eskiula","osaba","osaba","ośaβa"
"80","Etxalar","osaba","osába","ośáβa"
"81","Etxaleku","osaba","ósabá","óśaβá"
"82","Etxarri (Larraun)","osaba","osabá","ośaβá"
"83","Etxebarri","osaba","osába","ośáβa"
"84","Etxebarria","osaba","osába","ośáβa"
"85","Eugi","osaba","osába","ośáβa"
"86","Eugi","tio","tío","tío"
"87","Ezkio-Itsaso","osaba","osába","ośáβa"
"88","Ezkurra","osaba","osabá","ośaβá"
"89","Ezterenzubi","oseba","oséba","ośéβa"
"90","Ezterenzubi","otto","ótto","ótto"
"91","Gaintza","osaba","osabá","ośaβá"
"92","Gamarte","oseba","oséba","ośéβa"
"93","Gamarte","otto","ottó","ottó"
"94","Gamiz-Fika","osaba","osábá","ośáβá"
"95","Garrüze","oseba","oséba","ośéβa"
"96","Garrüze","otto","ótto","ótto"
"97","Getaria","osaba","osábá","ośáβá"
"98","Getxo","osaba","osabá","ośaβá"
"99","Gizaburuaga","osaba","osába","ośáβa"
"100","Gizaburuaga","tio","tío","tío"
"101","Goizueta","osaba","osába","ośáβa"
"102","Hazparne","osaba","osába","ośáβa"
"103","Hazparne","otto","ótto","ótto"
"104","Hendaia","osaba","osába","ośáβa"
"105","Hernani","osaba","osábá","ośáβá"
"106","Hondarribia","osaba","osába","ośáβa"
"107","Ibarruri (Muxika)","tio","tío","tío"
"108","Ibarruri (Muxika)","osaba","osába","ośáβa"
"109","Igoa","osaba","ósabá","óśaβá"
"110","Ikaztegieta","osaba","osába","ośáβa"
"111","Irisarri","otto","ótto","ótto"
"112","Irisarri","oseba","oséba","ośéβa"
"113","Itsasu","oseba","oséba","ośéβa"
"114","Itsasu","otto","ottó","ottó"
"115","Izturitze","oseba","oséba","ośéβa"
"116","Izturitze","otto","otto","otto"
"117","Jaurrieta","tio","tío","tío"
"118","Jutsi","oseba","oseba","ośeβa"
"119","Jutsi","otto","otto","otto"
"120","Kortezubi","tio","tío","tío"
"121","Landibarre","otto","ótto","ótto"
"122","Landibarre","oseba","oséba","ośéβa"
"123","Larrabetzu","osaba","osába","ośáβa"
"124","Larraine","osaba","osába","ośáβa"
"125","Larzabale","oseba","oséba","ośéβa"
"126","Larzabale","otto","otto","otto"
"127","Lasarte-Oria","osaba","osabá","ośaβá"
"128","Laukiz","osaba","osába","ośáβa"
"129","Legazpi","osaba","osaba","ośaβa"
"130","Leintz Gatzaga","osaba","osába","ośáβa"
"131","Leioa","osaba","osába","ośáβa"
"132","Leitza","osaba","osabá","ośaβá"
"133","Lekaroz","osaba","osaba","ośaβa"
"134","Lekeitio","osaba","osába","ośáβa"
"135","Lemoa","osaba","osába","ośáβa"
"136","Lemoiz","tio","tío","tío"
"137","Luzaide / Valcarlos","oseba","oséba","ośéβa"
"138","Makea","oseba","oséba","ośéβa"
"139","Makea","otto","ótto","ótto"
"140","Mañaria","osaba","osába","ośáβa"
"141","Mendaro","osaba","osába","ośáβa"
"142","Mendaro","tio","tíó","tíó"
"143","Mendata","osaba","osába","ośáβa"
"144","Mezkiritz","osaba","osába","ośáβa"
"145","Montori","osaba","osába","ośáβa"
"146","Mugerre","osaba","osaba","ośaβa"
"147","Mugerre","otto","otto","otto"
"148","Mungia","osaba","osába","ośáβa"
"149","Oderitz","osaba","ósabá","óśaβá"
"150","Oiartzun","osaba","osábá","ośáβá"
"151","Oñati","tio","tío","tío"
"152","Ondarroa","osaba","osába","ośáβa"
"153","Ondarroa","tio","tío","tío"
"154","Orexa","osaba","osábá","ośáβá"
"155","Orio","osaba","osábá","ośáβá"
"156","Orozko","osaba","osába","ośáβa"
"157","Otxandio","osaba","ósaba","óśaβa"
"158","Pagola","otto","ottó","ottó"
"159","Pagola","osaba","osába","ośáβa"
"160","Pasaia","osaba","ósabá","óśaβá"
"161","Santa Grazi","osaba","osaba","ośaβa"
"162","Sara","osaba","osába","ośáβa"
"163","Senpere","osaba","ósaba","óśaβa"
"164","Sohüta","osaba","osába","ośáβa"
"165","Sondika","osaba","osabá","ośaβá"
"166","Suarbe","tio","tío","tío"
"167","Sunbilla","osaba","osába","ośáβa"
"168","Tolosa","osaba","osabá","ośaβá"
"169","Uharte Garazi","oseba","oséba","ośéβa"
"170","Uharte Garazi","otto","ótto","ótto"
"171","Urdiain","osaba","osába","ośáβa"
"172","Urdiñarbe","osaba","osába","ośáβa"
"173","Urketa","osaba","osába","ośáβa"
"174","Urretxu","osaba","osába","ośáβa"
"175","Ürrüstoi","osaba","osaba","ośaβa"
"176","Uztaritze","osaba","osába","ośáβa"
"177","Uztaritze","otto","ótto","ótto"
"178","Zaratamo","osaba","osába","ośáβa"
"179","Zeanuri","osaba","osába","ośáβa"
"180","Zeberio","osaba","osába","ośáβa"
"181","Zegama","osaba","osabá","ośaβá"
"182","Zilbeti","osaba","osába","ośáβa"
"183","Zollo (Arrankudiaga)","osaba","osába","ośáβa"
"184","Zornotza","osaba","osába","ośáβa"
"185","Zugarramurdi","osaba","osába","ośáβa"
