"","Herria","Lema","Erantzuna","Erantzuna (fon)"
"89","Ibarruri (Muxika)","aittegiñarreba","aittégiñarreba","ai̯ttéɣiɲar̄eβa"
"90","Igoa","atte","atté","atté"
"91","Igoa","suegro","suegró","śweɣró"
"92","Ikaztegieta","attearreba","attearreba","attear̄eβa"
"93","Irisarri","aitinarreb","aitinárreb","ai̯tinár̄eβ"
"94","Itsasu","aitainarreba","aitáinarréba","ai̯tái̯nar̄éβa"
"95","Izturitze","aitinarre","aitinarre","ai̯tinar̄e"
"96","Jaurrieta","suegrua","suégrruá","śwéɣr̄uá"
"97","Jutsi","aitaginarreba","aitaginarreba","ai̯taɣinar̄eβa"
"98","Kortezubi","aitxegiñarreba","aitxégiñarreba","ai̯tʃéɣiɲar̄eβa"
"99","Landibarre","aitinarreba","aitínarrebá","ai̯tínar̄ebá"
"100","Larrabetzu","aitixe","aitíxe","ai̯tíʃe"
"101","Larraine","aita","áita","ái̯ta"
"102","Larraine","atagiharreba","áitagiharréba","ái̯taɣihar̄éβa"
"103","Larzabale","aitinarreba","aitínarreba","ai̯tínar̄eβa"
"104","Lasarte-Oria","attagiyarreba","attágiyarrebá","attáɣiǰar̄eβá"
"105","Laukiz","suegro","suégrro","śwéɣr̄o"
"106","Laukiz","aitagiñarreba","aitagiñarréba","ai̯taɣiɲar̄éβa"
"107","Legazpi","attaiñarreba","attaiñarreba","attai̯ɲar̄eβa"
"108","Leintz Gatzaga","aitteiñarreba","aittéiñarreba","ai̯ttéi̯ɲar̄eβa"
"109","Leioa","giñarraba","giñárraba","ɣiɲár̄aβa"
"110","Leitza","attagiarreba","attagiarrebá","attaɣiar̄ɛβá"
"111","Lekeitio","aittagiñarreba","aittágiñarréba","ai̯ttáɣiɲar̄éβa"
"112","Lemoa","suegro","suégrro","śwéɣr̄o"
"113","Lemoa","aitaiñarreba","aitáiñarréba","ai̯tái̯ɲar̄éβa"
"114","Lemoa","atixe","atíxe","a:tíʃe"
"115","Lemoiz","aitxegiñarraba","aitxegiñárraba","ai̯tʃeɣiɲár̄aβa"
"116","Luzaide / Valcarlos","aitaiarreba","aitáiarréba","ai̯tái̯ar̄éβa"
"117","Makea","aitinarre","aitinárre","ai̯tinár̄e"
"118","Mañaria","aittegiñarreba","aittégíñarréba","ai̯ttéɣíɲar̄éβa"
"119","Mendaro","suegro","suégrró","śwéɣr̄ɔ́"
"120","Mendaro","aitxaiñarreba","aitxáiñarréba","ai̯tʃái̯ɲar̄ɛ́βa"
"121","Mendata","aiteiñarreba","aiteiñárreba","ai̯tei̯ɲár̄eβa"
"122","Mezkiritz","aitarreba","áitarréba","ái̯tar̄éβa"
"123","Montori","aita","aitá","ai̯tá"
"124","Mugerre","bopera","bopera","bopera"
"125","Mungia","giñarraba","giñárraba","giɲár̄aβa"
"126","Oderitz","attearreba","áttearréba","áttear̄ɛ́βa"
"127","Oiartzun","attayarreba","attáyarrebá","attáǰar̄ɛβá"
"128","Oñati","suegro","suégrro","śwéɣr̄o"
"129","Oñati","aitaiñarreba","aitáiñarreba","ai̯tái̯ɲar̄eβa"
"130","Ondarroa","aitxegiñarreba","aitxegiñárreba","ai̯tʃeɣiɲár̄eβa"
"131","Orexa","aitaiarreba","áitaiarréba","ái̯tai̯ar̄éβa"
"132","Orio","aitaiarreba","aitáiarrebá","ai̯tájar̄ɛβá"
"133","Orozko","suegro","suégrro","śwéɣr̄o"
"134","Orozko","aitexe","aitéxe","ai̯téʃe"
"135","Orozko","aitagiñarreba","aitágiñarreba","ai̯táɣiɲar̄eβa"
"136","Otxandio","aittegiñarreba","aittégiñarreba","ai̯ttéɣiɲar̄eβa"
"137","Pagola","aitaginarreba","aitaginarréba","ai̯taɣinar̄éβa"
"138","Pasaia","aitagiyarreba","aitágiyárrebá","ai̯táɣiǰár̄eβá"
"139","Santa Grazi","aitaxün","aitáxün","ai̯táʃyn"
"140","Sara","aitainarreba","aitáinarréba","ai̯tái̯nar̄éβa"
"141","Senpere","aitagiñarreba","aitáginarréba","ai̯táɣinar̄éβa"
"142","Sohüta","aitagiñharreba","áitagiñhárreba","ái̯taɣiɲhár̄eβa"
"143","Sondika","giñarreba","giñárreba","ɣiɲár̄eβa"
"144","Suarbe","suegro","suégro","śwéɣro"
"145","Sunbilla","aittagerro","aittágerró","ai̯ttáɣɛr̄ó"
"146","Tolosa","aitaiarreba","aitáiarrebá","ai̯tái̯ar̄ɛβá"
"147","Uharte Garazi","aitaiarreba","aitáiarréba","ai̯tái̯ar̄éβa"
"148","Urdiain","suegro","suégrro","śwéɣr̄o"
"149","Urdiain","aitagiyer","áitagíyerr","ái̯taɣíǰer̄"
"150","Urdiñarbe","bopera","bopéra","bopéra"
"151","Urretxu","aittaiñarreba","aittáiñarrebá","ai̯ttái̯ɲar̄ɛβá"
"152","Ürrüstoi","aita","aita","ai̯ta"
"153","Ürrüstoi","aitainarreba","aitainarreba","aitai̯nar̄eβa"
"154","Uztaritze","aitinarreba","aitínarréba","ai̯tínar̄éβa"
"155","Zaratamo","aitexe","aitéxe","ai̯téʃe"
"156","Zeanuri","aitexe","aitéxe","ai̯téʃe"
"157","Zeberio","aitexe","aitéxe","ai̯téʃe"
"158","Zeberio","aitegiñerra","aitegíñerra","ai̯teɣíɲer̄a"
"159","Zegama","atteñarreba","attéñarrebá","attéɲar̄ɛβá"
"160","Zilbeti","aitarreba","áitarréba","ái̯tar̄éβa"
"161","Zollo (Arrankudiaga)","suegro","suégrro","śwéɣr̄o"
"162","Zollo (Arrankudiaga)","aitexe","aitéxe","ai̯téʃe"
"163","Zornotza","aittegiñarraba","aittegíñarraba","ai̯tteɣíɲar̄aβa"
"164","Zugarramurdi","aitatxi","áitatxí","ái̯tatʃí"
