"","Herria","Lema","Erantzuna","Erantzuna (fon)"
"72","Gaintza","atte","atté","atté"
"73","Gamarte","aita","aitá","ai̯tá"
"74","Gamiz-Fika","aitte","áitte","ái̯tte"
"75","Garrüze","aita","áita","ái̯ta"
"76","Getaria","aita","áitá","ái̯tá"
"77","Getxo","aite","áite","ái̯te"
"78","Gizaburuaga","aitte","áitte","ái̯tte"
"79","Goizueta","atta","áttá","áttá"
"80","Hazparne","aita","áita","ái̯ta"
"81","Hendaia","aita","aitá","ai̯tá"
"82","Hernani","atta","attá","attá"
"83","Hondarribia","atta","atta","atta"
"84","Ibarruri (Muxika)","aitte","áitte","ái̯tte"
"85","Igoa","atte","atté","atté"
"86","Ikaztegieta","aita","aita","ai̯ta"
"87","Irisarri","aita","áita","ái̯ta"
"88","Itsasu","aita","aitá","ai̯tá"
"89","Izturitze","aita","áita","ái̯ta"
"90","Jaurrieta","aita","áita","ái̯ta"
"91","Jutsi","aita","aita","ai̯ta"
"92","Kortezubi","aitxe","áitxe","ái̯tʃe"
"93","Landibarre","aita","áita","ái̯ta"
"94","Larrabetzu","aite","áite","ái̯te"
"95","Larraine","aita","aita","ai̯ta"
"96","Larzabale","aita","áita","ái̯ta"
"97","Lasarte-Oria","atta","attá","attá"
"98","Lasarte-Oria","aita","aitá","aitá"
"99","Laukiz","aite","áite","ái̯te"
"100","Legazpi","atte","atte","atte"
"101","Leintz Gatzaga","aitta","áitta","ái̯tta"
"102","Leioa","aite","áite","ái̯te"
"103","Leitza","atte","atté","atté"
"104","Lekaroz","aite","áite","ái̯te"
"105","Lekeitio","aitta","áitta","ái̯tta"
"106","Lemoa","aite","áite","ái̯te"
"107","Lemoiz","aitxe","aitxé","ai̯tʃé"
"108","Luzaide / Valcarlos","aita","áita","ái̯ta"
"109","Makea","aita","áita","ái̯ta"
"110","Mañaria","aitte","aitte","ai̯tte"
"111","Mendaro","aitxa","aitxá","ai̯tʃá"
"112","Mendata","aitte","áitte","ái̯tte"
"113","Mezkiritz","aita","áita","ái̯ta"
"114","Montori","aita","áita","ái̯ta"
"115","Mugerre","aita","aita","ai̯ta"
"116","Mungia","aitte","aitté","ai̯tté"
"117","Oderitz","atte","atté","atté"
"118","Oiartzun","atta","áttá","áttá"
"119","Oñati","aitta","áitta","ái̯tta"
"120","Ondarroa","aitxe","áitxe","ái̯tʃe"
"121","Orexa","atte","átte","átte"
"122","Orio","aita","aitá","ai̯tá"
"123","Orozko","aita","áita","ái̯ta"
"124","Otxandio","aitte","áitte","ái̯tte"
"125","Pagola","aita","áita","ái̯ta"
"126","Pasaia","aita","aitá","ai̯tá"
"127","Santa Grazi","aita","áita","ái̯ta"
"128","Sara","aita","áita","ái̯ta"
"129","Senpere","aita","áita","ái̯ta"
"130","Sohüta","aita","áita","ái̯ta"
"131","Sondika","aite","aité","ai̯té"
"132","Suarbe","aite","áite","ái̯te"
"133","Suarbe","aitte","áitte","ái̯tte"
"134","Sunbilla","atta","attá","attá"
"135","Tolosa","aita","aitá","ai̯tá"
"136","Uharte Garazi","aita","áita","ái̯ta"
"137","Urdiain","aita","aitá","ai̯tá"
"138","Urdiñarbe","aita","áita","ái̯ta"
"139","Urketa","aita","aita","ai̯ta"
"140","Urretxu","aitta","áitta","ái̯tta"
"141","Ürrüstoi","aita","áita","ái̯ta"
"142","Uztaritze","aita","aitá","ai̯tá"
"143","Zaratamo","aita","áita","ái̯ta"
"144","Zeanuri","aite","áite","ái̯te"
"145","Zeberio","aite","áite","ái̯te"
"146","Zegama","aitte","aitté","ai̯tté"
"147","Zilbeti","aita","áita","ái̯ta"
"148","Zollo (Arrankudiaga)","aite","áite","ái̯te"
"149","Zornotza","aitte","aitte","ai̯tte"
"150","Zugarramurdi","aita","áita","ái̯ta"
