"","Herria","Lema","Erantzuna","Erantzuna (fon)"
"68","Ezkurra","aizpa","aizpá","ai̯spá"
"69","Ezterenzubi","ahizpa","ahízpa","ahíspa"
"70","Gaintza","aizpe","aizpé","ai̯spé"
"71","Gamarte","aizpa","aizpá","ai̯spá"
"72","Gamiz-Fika","aiste","áiste","ái̯śte"
"73","Garrüze","aizpa","áizpa","ái̯spa"
"74","Getaria","aispa","áispá","ái̯śpá"
"75","Getxo","aista","áista","ái̯śta"
"76","Gizaburuaga","aista","áista","ái̯śta"
"77","Goizueta","aizpa","áizpá","ái̯spá"
"78","Hazparne","aizpa","áizpa","ái̯spa"
"79","Hendaia","aizpa","aizpá","ai̯spá"
"80","Hernani","aizpa","aizpá","ai̯spá"
"81","Hondarribia","aizpa","áizpa","ái̯spa"
"82","Ibarruri (Muxika)","aista","áista","ái̯śta"
"83","Igoa","aizpe","aizpé","ai̯spé"
"84","Ikaztegieta","aizpa","aizpa","ai̯spa"
"85","Irisarri","aizpa","aízpa","aíspa"
"86","Itsasu","aizpa","aízpa","aíspa"
"87","Izturitze","ahizpa","ahízpa","ahíspa"
"88","Jaurrieta","aizpa","áizpa","ái̯spa"
"89","Jutsi","ahizpa","ahizpa","ahispa"
"90","Kortezubi","aiste","aisté","ai̯śté"
"91","Landibarre","ahizpa","ahízpa","ahíspa"
"92","Larrabetzu","aiste","áiste","ái̯śte"
"93","Larraine","ahizpa","ahízpa","ahíspa"
"94","Larzabale","ahizpa","ahízpa","ahíspa"
"95","Lasarte-Oria","aizpa","aizpá","ai̯spá"
"96","Laukiz","aista","áista","ái̯śta"
"97","Legazpi","aizpa","aizpa","ai̯spa"
"98","Leintz Gatzaga","aista","áista","ái̯śta"
"99","Leioa","aiste","aisté","ai̯śté"
"100","Leitza","aizpe","aizpé","ai̯spé"
"101","Lekaroz","aizpe","áizpe","ái̯spɛ"
"102","Lekeitio","aista","áista","ái̯śta"
"103","Lemoa","aiste","aiste","ai̯śte"
"104","Lemoiz","aiste","aisté","ai̯śté"
"105","Luzaide / Valcarlos","aizpa","áizpa","ái̯spa"
"106","Makea","ahizpa","ahízpa","ahíspa"
"107","Mañaria","aista","áista","ái̯śta"
"108","Mendaro","aista","áistá","ái̯śtá"
"109","Mendata","aista","áista","ái̯śta"
"110","Mezkiritz","aizpe","áizpe","ái̯spe"
"111","Montori","ahizpa","ahízpa","ahíspa"
"112","Montori","ahizpa","ahizpá:","ahispá:"
"113","Mugerre","ahizpa","ahízpa","ahíspa"
"114","Mungia","aiste","áiste","ái̯śte"
"115","Oderitz","aizpe","áizpé","ái̯spé"
"116","Oiartzun","aizpa","áizpá","ái̯spá"
"117","Oñati","aispa","áispa","ái̯śpa"
"118","Ondarroa","aista","áista","ái̯śta"
"119","Orexa","aizpa","áizpa","ái̯spa"
"120","Orio","aizpa","aizpá","ai̯spá"
"121","Orozko","aista","áista","ái̯śta"
"122","Otxandio","aista","áista","ái̯śta"
"123","Pagola","ahizpa","ahízpa","ahíspa"
"124","Pasaia","aizpa","áizpá","ái̯spá"
"125","Santa Grazi","ahizpa","ahízpa","ahíspa"
"126","Sara","aizpa","aizpá","ai̯spá"
"127","Senpere","aizpa","aizpá","ai̯spá"
"128","Sohüta","ahizpa","ahízpa","ahíspa"
"129","Sondika","aiste","áiste","ái̯śte"
"130","Suarbe","aizpe","áizpe","ái̯spe"
"131","Sunbilla","aizpa","áizpa","ái̯spa"
"132","Tolosa","aizpa","aizpá","ai̯spá"
"133","Uharte Garazi","aizpa","áizpa","ái̯spa"
"134","Urdiain","aizpa","áizpa","ái̯spa"
"135","Urdiñarbe","ahizpa","ahízpa","ahíspa"
"136","Urketa","ahizpa","ahízpa","ahíspa"
"137","Urretxu","aizpa","áizpa","ái̯spa"
"138","Ürrüstoi","ahizpa","ahízpa","ahíspa"
"139","Uztaritze","aizpa","áizpa","ái̯spa"
"140","Zaratamo","aiste","áiste","ái̯śte"
"141","Zeanuri","aiste","áiste","ái̯śte"
"142","Zeberio","aista","áista","ái̯śta"
"143","Zegama","aizpa","aizpá","ai̯spá"
"144","Zilbeti","aizpe","aizpé","ai̯spé"
"145","Zollo (Arrankudiaga)","aista","áista","ái̯śta"
"146","Zornotza","aista","áista","ái̯śta"
"147","Zugarramurdi","aizpa","áizpa","ái̯spa"
