"","Herria","Lema","Erantzuna","Erantzuna (fon)"
"50","Bermeo","usanai¡e","usanái¡e","uśanái̯ʒe"
"51","Berriz","anai¡erdi","anái¡errdi","anái̯ʒer̄ði"
"52","Beruete","uazanai","úazanái","úasanái̯"
"53","Beruete","anaiordeko","anáiorrdekó","anái̯or̄ðekó"
"54","Beskoitze","anaierdi","anaiérrdi","anai̯ér̄ði"
"55","Bidarrai","anaierdi","anaiérrdi","anai̯ér̄ði"
"56","Bolibar","anaiorde","anáiorrde","anái̯or̄ðe"
"57","Busturia","anai¡orde","anái¡orrde","anái̯ʒor̄ðe"
"58","Deba","anaierdi","anáierrdí","anái̯ɛr̄ðí"
"59","Deba","anaixatzako","anáixatzakó","anái̯ʃatsakó"
"60","Dima","anaiordeko","anaiórrdeko","anai̯ór̄ðeko"
"61","Domintxaine","anaierdi","anáierdí","anájerdí"
"62","Donamaria","anaierdika","anáierrdíkAE","anái̯er̄ðíkạ"
"63","Donibane Lohizune","anaierdi","anáierrdí","anái̯eRðí"
"64","Donibane Lohizune","aurrideerdi","aurrídeerrdí","au̯RíðeeRðí"
"65","Donostia","anaiordezko","anaiorrdezko","anai̯or̄ðesko"
"66","Dorrao / Torrano","ubezanei","úbezanéi","úβesanéi̯"
"67","Eibar","anaierdi","anáierrdi","anái̯er̄ði"
"68","Elantxobe","anai¡aorde","anái¡aorrde","anái̯ʒaor̄ðe"
"69","Elduain","anaiordeko","anáiorrdekó","anái̯or̄ðekó"
"70","Elduain","uazanai","uázanái","uásanái̯"
"71","Elgoibar","anaierdi","anáierrdi","anái̯er̄ði"
"72","Elorrio","anaiorde","anáiorrde","anái̯or̄ðe"
"73","Erratzu","anaierdi","anaiérdi","anai̯ɛ́rði"
"74","Errezil","anaiatzako","anáiatzakó","anái̯atsakó"
"75","Errigoiti","anai¡eorde","anái¡eorrde","anái̯ʒeor̄ðe"
"76","Eskiula","anaierdi","ánaiérdi","ánai̯érdi"
"77","Eskiula","aurhiderdi","aurhidérdi","au̯rhidérdi"
"78","Etxalar","seniderdi","seníderrdí","śeníðɛr̄ðí"
"79","Etxaleku","uezaneyek","uézáneyék","uésáneǰék"
"80","Etxarri (Larraun)","uazanai","úazanái","úasanái̯"
"81","Etxebarri","anaiordeko","anáiorrdeko","anái̯or̄ðeko"
"82","Etxebarria","anaierdi","anáierrdí","anái̯ɛr̄ðí"
"83","Eugi","uezanayak","uézanayák","uésanaǰák"
"84","Ezkio-Itsaso","anaiordeko","anáiorrdekó","anái̯or̄ðekó"
"85","Ezkurra","anaierdi","anaierrdí","anai̯ɛr̄ðí"
"86","Ezterenzubi","haurrideerdi","haurrídeerrdi","hau̯r̄íðeer̄ði"
"87","Ezterenzubi","anaierdi","anáierrdi","anái̯er̄ði"
"88","Gaintza","anaiordeko","anáiorrdekó","anái̯or̄ðekó"
"89","Gaintza","anaeordeko","anaéórrdekó","anaéɔ́r̄ðekó"
"90","Gamarte","aurrideerdi","aurrídeerrdí","au̯r̄íðeer̄ðí"
"91","Gamiz-Fika","anai¡eorde","aná¡eorrdé","anáʒeor̄ðé"
"92","Garrüze","aneierdi","aneierdí","anei̯erðí"
"93","Getaria","anayordeko","anáyorrdekó","anáǰɔr̄ðekó"
"94","Getaria","anaitzako","anáitzakó","anái̯tsakó"
"95","Getxo","anaiordeko","anáiorrdeko","anái̯or̄ðeko"
"96","Gizaburuaga","anai¡aerdi","anai¡áerrdi","anai̯ʒáer̄ði"
"97","Gizaburuaga","anai¡aorde","anai¡áorrde","anai̯ʒáor̄ðe"
"98","Goizueta","anaiaordeko","anáiaorrdekó","anájaor̄ðekó"
"99","Hazparne","aneierdi","aneiérrdi","anɛi̯ér̄ði"
"100","Hendaia","anaierdi","anaierrdí","anai̯eRðí"
"101","Hendaia","aurrideerdi","aurridéerrdi","au̯RiðéeRði"
"102","Hernani","anaiordeko","anáiorrdekó","anái̯ɔr̄ðekó"
"103","Hondarribia","anayerdi","anayerrdi","anaǰer̄ði"
"104","Ibarruri (Muxika)","anai¡orde","anái¡orrde","anáiʒor̄ðe"
"105","Igoa","anaiordeko","anáiorrdekó","anái̯ɔr̄ðekó"
"106","Ikaztegieta","anaiordeko","anaiorrdeko","anai̯or̄ðeko"
"107","Irisarri","aneierdi","aneiérrdi","anɛi̯ér̄ði"
"108","Itsasu","anaiaerdi","anáiaerrdí","anái̯aer̄ðí"
"109","Izturitze","haurrideerdi","haurrideerrdi","hau̯r̄iðeer̄ði"
"110","Izturitze","aneaerdi","aneaerrdi","aneaer̄ði"
"111","Jaurrieta","ugazanae","ugázanaé","uɣásanaé"
"112","Jutsi","haurrideerdi","haurrideerrdi","hau̯r̄iðeer̄ði"
"113","Jutsi","aneiaerdi","aneiaerrdi","anejaer̄ði"
"114","Kortezubi","anai¡eorde","anai¡éorrde","anai̯ʒéor̄ðe"
"115","Landibarre","aneiaerdi","anéiaérdi","anɛ́i̯aérði"
"116","Larrabetzu","anaiorde","anaiórrde","anai̯ór̄ðe"
"117","Larraine","anaieerdi","anáieerdi","anái̯eerdi"
"118","Larzabale","haurriderdi","haurriderrdi","hau̯r̄iðer̄ði"
"119","Larzabale","anaierdi","anaierrdi","anai̯er̄ði"
"120","Lasarte-Oria","anaiordeko","anáiorrdekó","anái̯or̄ðekó"
"121","Laukiz","anaiorde","anáiorrde","anái̯or̄ðe"
"122","Legazpi","anaiordeko","anaiorrdeko","anai̯or̄ðeko"
"123","Legazpi","anaitzako","anaitzako","anai̯tsako"
"124","Legazpi","anailekuko","anailekuko","anai̯lekuko"
"125","Leintz Gatzaga","anaiorde","anáiorrde","anái̯or̄ðe"
"126","Leioa","anajeordeko","anajéorrdeko","anaxéor̄ðeko"
"127","Leitza","senideerdi","sénideerrdí","śéniðeɛr̄ðí"
"128","Lekaroz","aurrideerdi","aurrídeérrdi","au̯r̄íðɛér̄ði"
"129","Lekaroz","anaierdi","anáierdi","anái̯ɛrði"
"130","Lekeitio","anai¡aorde","anái¡aorrde","anái̯ʒaor̄ðe"
"131","Lemoa","anaiorde","anaiórrde","anai̯ór̄ðe"
"132","Lemoiz","anajeorde","anajéorrde","anaxéor̄ðe"
"133","Luzaide / Valcarlos","aurrideerdi","aurrídeérrdi","au̯r̄íðeér̄ði"
"134","Luzaide / Valcarlos","anaiaerdi","anáiaérrdi","anái̯aér̄ði"
"135","Makea","anaierdi","anáierrdí","anái̯er̄ðí"
"136","Mañaria","anai¡aorde","anái¡aórrde","anái̯ʒaór̄ðe"
"137","Mendaro","anaierdi","anáierrdí","anái̯ɛr̄ðí"
"138","Mendaro","anaitzako","anáitzakó","anái̯tsakó"
"139","Mendata","anai¡orde","anái¡orrde","anái̯ʒor̄ðe"
"140","Montori","anaierdi","ánaierdi","ánai̯erdi"
"141","Mugerre","anierdi","anierrdi","anier̄ði"
"142","Mungia","anaieorde","anaiéorrde","anai̯éor̄ðe"
"143","Oderitz","goazanai","goázanái","ɣoásanái̯"
"144","Oiartzun","uazanai","uázanái","uá:sanái̯"
"145","Oñati","anaerdi","anáerrdi","anáer̄ði"
"146","Ondarroa","anaixerdi","anáixerrdi","anái̯ʃer̄ði"
"147","Ondarroa","anaixaorde","anaixaórrde","anai̯ʃaór̄ðe"
"148","Orio","anaiordeko","anáiorrdekó","anái̯ɔr̄ðekó"
"149","Orozko","anajerdi","anajérrdi","anaxér̄ði"
"150","Orozko","anaiorde","anaiórrde","anai̯ór̄ðe"
"151","Otxandio","anaiorde","anáiorrde","anái̯or̄ðe"
"152","Pagola","anaierdi","anaierdi","anai̯erdi"
"153","Pasaia","anaiordeko","anáiorrdekó","anái̯or̄ðekó"
"154","Santa Grazi","haurhiderdi","haurrhidérrdi","hau̯r̄hiðér̄ði"
"155","Sara","anaierdi","anáiérrdi","anái̯ér̄ði"
"156","Senpere","anaiaerdi","anáiaérrdi","anái̯aér̄ði"
"157","Sohüta","aneierdi","áneiérdi","ánei̯érdi"
"158","Sondika","anajeorde","anajéorrde","anaxéor̄ðe"
"159","Suarbe","ermanastro","errmanástro","ɛr̄manáśtro"
"160","Suarbe","uezanai","úezanái","úesanái̯"
"161","Sunbilla","senideerdi","senídeerdí","śeníðeerðí"
"162","Sunbilla","anaierdi","anáierdí","anái̯erðí"
"163","Tolosa","uasanai","uásanái","uáśanái̯"
"164","Uharte Garazi","anaierdi","anáiérrdi","anái̯ér̄ði"
"165","Urdiain","ubazanayak","úbazanayák","úβasanaǰák"
"166","Urdiñarbe","aneierdi","aneiérdi","anei̯érdi"
"167","Urketa","anaiaerdi","anáiaerrdí","anájaer̄ðí"
"168","Urretxu","uezanai","uézanái","uésanái̯"
"169","Ürrüstoi","anaierdi","anaiérdi","anai̯érdi"
"170","Uztaritze","anaierdi","anaiérrdi","anai̯ér̄ði"
"171","Zaratamo","anai¡orde","anái¡órrde","anái̯ʒór̄ðe"
"172","Zeanuri","anaiorde","anaiórrde","anai̯ór̄ðe"
"173","Zeberio","anajeordeko","anajéorrdeko","anaxéor̄ðeko"
"174","Zegama","anaiordeko","anáiorrdekó","anái̯ɔr̄ðekó"
"175","Zilbeti","anayerdi","anayérrdi","anaǰér̄ði"
"176","Zollo (Arrankudiaga)","anajerdi","anajérrdi","anaxér̄ði"
"177","Zornotza","anai¡orde","anái¡orrde","anái̯ʒor̄ðe"
"178","Zornotza","anai¡aerdi","anái¡aerrdi","anái̯ʒaer̄ði"
"179","Zugarramurdi","anayerdiak","ánayerrdíak","ánaǰer̄ðíak"
