"","Herria","Lema","Erantzuna","Erantzuna (fon)"
"140","Pagola","amagiñarreba","amaginarréba","amaɣinar̄éβa"
"141","Pasaia","amagiyarreba","amágiyárrebá","amáɣiǰár̄eβá"
"142","Santa Grazi","amaxün","amáxün","amáʃyn"
"143","Sara","amainarreba","amáinarréba","amái̯nar̄éβa"
"144","Senpere","amagiñar","amágiñárr","amáɣiɲár̄"
"145","Sohüta","amagiñharreba","ámagiñhárreba","ámaɣiɲhár̄eβa"
"146","Sondika","aube","áube","áu̯βe"
"147","Suarbe","suegra","suégra","śwéɣra"
"148","Sunbilla","amagerru","amágerrú","amáɣɛr̄ú"
"149","Tolosa","amaiarreba","amáiarrebá","amái̯ar̄ɛβá"
"150","Uharte Garazi","amaiarreba","amáiarréba","amái̯ar̄éβa"
"151","Urdiain","suegra","suégrra","śwéɣr̄a"
"152","Urdiain","amagir","amagírr","amaɣír̄"
"153","Urretxu","amañarreba","amáñarrebá","amáɲar̄ɛβá"
"154","Ürrüstoi","ama","ama","ama"
"155","Uztaritze","amainarreba","amáinarréba","amái̯nar̄éβa"
"156","Zaratamo","amaxe","amáxe","amáʃe"
"157","Zeanuri","amaxe","amáxe","amáʃe"
"158","Zeberio","amexa","améxa","améʃa"
"159","Zeberio","amagiñerra","amágiñerra","amáɣiɲer̄a"
"160","Zegama","amañarreba","amáñarrebá","amáɲar̄ɛβá"
"161","Zilbeti","amarreba","ámarréba","ámar̄éβa"
"162","Zollo (Arrankudiaga)","suegra","suégrra","śwéɣr̄a"
"163","Zollo (Arrankudiaga)","amagiñarreba","amagiñárreba","amaɣiɲár̄eβa"
"164","Zollo (Arrankudiaga)","amaxe","amáxe","amáʃe"
"165","Zornotza","amagiñarraba","amagíñarraba","amaɣíɲar̄aβa"
"166","Zugarramurdi","amatxi","amátxi","amátʃi"
