"","Herria","Lema","Erantzuna","Erantzuna (fon)"
"90","Etxalar","gaztetasun","gaztétasún","ɣastétaśún"
"91","Etxarri (Larraun)","gaztedenbo","gaztédembó","ɣastéðembó"
"92","Etxebarri","gastedenbora","gastédempora","ɣaśtéðempora"
"93","Etxebarria","gaztedenbora","gaSZtédemporá","gas̟téðemporá"
"94","Etxebarria","gastearu","gastéarú","gaśtéarú"
"95","Etxebarria","gastedri","gaSZtéDRi","gas̟téd̪i"
"96","Eugi","gaztedenboran","gaztédemborán","ɣastéðemborán"
"97","Ezkio-Itsaso","gaztedenbora","gaztédemborá","ɣastéðemborá"
"98","Ezkurra","gaztedenbo","gaztédembó","gastéðembó"
"99","Ezterenzubi","gaztedenbora","gáztedémbora","gásteðémbora"
"100","Gaintza","gaztedenbo","gaztédembó","ɣastéðembó"
"101","Gaintza","gaztedenbo","gaztédemboá","ɣastéðemboá"
"102","Gamarte","gaztetasun","gaztétasun","gastétaśun"
"103","Gamarte","gaztedenboran","gaztédemboran","gastéðemboran"
"104","Gamiz-Fika","gastedenbora","gastédempóra","gaśtéðempóra"
"105","Garrüze","gue denboran","gué dembóran","gwé ðembóran"
"106","Garrüze","gaztetasun","gaztetasúna","ɣastetaśúna"
"107","Getaria","gaztedenbora","gaSZtédemborá","gas̟téðemborá"
"108","Getaria","gaztedenbora","gaSZtédemborá","gas̟téðemborá"
"109","Getxo","gastedenbora","gastédempora","ɣaśtéðempora"
"110","Gizaburuaga","gastedenbora","gastedémpora","ɣaśteðémpora"
"111","Goizueta","gaztedenbo","gaztédembó","ɣastéðembɔ́"
"112","Hazparne","gaztedenbo","gaztédemboá","ɣastéðemboá"
"113","Hazparne","gaztetasun","gáztetasun","gástetaśun"
"114","Hendaia","gaztedenbora","gaztédemborá","gastéðemborá"
"115","Hernani","gaztedenbora","gaztédemborá","gastéðemborá"
"116","Hondarribia","gastetasun","gastétasuna","gaśtétaśuna"
"117","Ibarruri (Muxika)","gastedenbora","gastedémpora","ɣaśteðémpora"
"118","Igoa","gaztedenbo","gáztedembó","gásteðembó"
"119","Ikaztegieta","gaztedenbora","gaztédembora","gastéðembora"
"120","Irisarri","gaztetasun","gaztétasún","gastétaśún"
"121","Irisarri","kaztedenbora","kaztédémbora","kastéðémbora"
"122","Izturitze","gaztedenbora","gaztedembora","gasteðembora"
"123","Izturitze","gaztetasun","gaztetasuna","gastetaśuna"
"124","Jaurrieta","gaztezuto","gáztezúto","ɣástesúto"
"125","Jutsi","gaztedenbora","gaztedembora","gasteðembora"
"126","Kortezubi","gastedenbora","gastedémpora","ɣaśteðémpora"
"127","Kortezubi","gasteri","gastéri","ɣaśtéri"
"128","Kortezubi","gastetasun","gastetásun","ɣaśtetáśun"
"129","Landibarre","gaztetasun","gaztétasum","gastétaśum"
"130","Landibarre","gaztedenbora","gaztédemborá","gastédɛmborá"
"131","Larrabetzu","neskamutil","neskámutil","neśkámutil"
"132","Larrabetzu","gastedi","gastédi","gaśtéði"
"133","Larraine","gaztedenboan","gáztedembóan","gásteðembóan"
"134","Larraine","gaztetarzünian","gáztetarz´ünian","gástetarsýnjan"
"135","Larraine","gaztezauan","gáztezáuan","gástesáwan"
"136","Larzabale","gaztian","gáztian","gástjan"
"137","Larzabale","gaztedenbora","gaztedémbora","gasteðémbora"
"138","Lasarte-Oria","gastedenbo","gastédembó","gaśtéðembó"
"139","Laukiz","gastedenbora","gastedémpora","ɣaśteðémpora"
"140","Legazpi","gaztedenbora","gaztedembora","gasteðembora"
"141","Legazpi","gaztearo","gaztearo","gastearo"
"142","Legazpi","gaztealdi","gaztealdi","gastealdi"
"143","Leintz Gatzaga","gastedenbora","gastédempora","ɣaśtéðempora"
"144","Leioa","gastedenbora","gastedémpora","ɣaśteðémpora"
"145","Leitza","gaztedenbora","gaztédemborá","gastéðemborá"
"146","Lekaroz","gaztedenbora","gaztédembora","gastéðembora"
"147","Lekeitio","gastetasun","gastétasun","ɣaśtétaśun"
"148","Lekeitio","gastedenbora","gastédempora","ɣaśtéðempora"
"149","Lemoa","gaste","gáste","ɣáśte"
"150","Lemoa","gastedenbora","gastedémpora","ɣaśteðémpora"
"151","Lemoiz","gastetasun","gastétasún","ɣaśtétaśún"
"152","Lemoiz","gasteri","gásteri","ɣáśteri"
"153","Lemoiz","gastedenbora","gastedémpora","ɣaśteðémpora"
"154","Luzaide / Valcarlos","gaztedenbora","gaztédémbora","gastéðémbora"
"155","Makea","gaztedenbora","gáztedémbora","ɣásteðémbora"
"156","Mañaria","gastesasoi","gastesasói¡e","gaśteśaśói̯ʒe"
"157","Mañaria","gasteri","gastéri","ɣaśtéri"
"158","Mendaro","gastedenbora","gastédemborá","gaśtéðemborá"
"159","Mendata","gastedenbora","gastedémpora","ɣaśteðémpora"
"160","Mezkiritz","gaztedenboran","gáztedembóran","ɣásteðembóran"
"161","Montori","gaztedenboan","gáztedemboán","gásteðemboán"
"162","Mugerre","gaztedenbora","gaztedembora","gasteðembora"
"163","Mungia","gaste","gaste","gaśte"
"164","Oderitz","gaztedenbo","gáztedembó","ɣásteðembó"
"165","Oderitz","gaztedenboan","gáztedemboán","gásteðemboán"
"166","Oiartzun","gaztetasun","gaztétasún","gastétaśún"
"167","Oiartzun","gaztedenbo","gaztédemboá","ɣastéðemboá"
"168","Oñati","gastearo","gastéaro","ɣaśtéaro"
"169","Oñati","gastedenbora","gastédempora","gaśtéðempora"
"170","Ondarroa","gastedenbora","gastédempora","ɣaśtéðempora"
"171","Ondarroa","gastetasun","gastetásun","gaśtetáśun"
"172","Orexa","gaztedenbo","gáztedémbo","gásteðémbo"
"173","Orio","gaztedenbora","gaztédemborá","ɣastéðemborá"
"174","Orozko","gastedenbora","gastedémpora","ɣaśteðémpora"
"175","Orozko","gasterixa","gastáro","ɣaśtáro"
"176","Otxandio","gastedenbora","gastedémpora","ɣaśteðémpora"
"177","Pagola","gaztedenbo","gaztedembóa","gasteðembóa"
"178","Pagola","gaztedenboa","gaztedembóa","gasteðembóa"
"179","Pasaia","gastedenbora","gastédembórá","gaśtéðembórá"
"180","Pasaia","gastealdi","gastéalditán","gaśtéalditán"
"181","Santa Grazi","gaztetarzün","gaztetárrzün","gastetár̄syn"
"182","Santa Grazi","gaztedenboa","gaztedemboa","gasteðemboa"
"183","Sara","gaztedenboran","gaztédembóran","gastéðembóran"
"184","Senpere","gazte","gazté","ɣasté"
"185","Senpere","gaztetasun","gaztétasún","ɣastétaśún"
"186","Sohüta","gaztedenbora","gaztedembóra","gasteðembóra"
"187","Sohüta","gaztin","gaztín","gastín"
"188","Sondika","gastedenbora","gastédempora","ɣaśtéðempora"
"189","Suarbe","gaztedenbora","gáztedembóra","gásteðembóra"
"190","Sunbilla","gaztedenbora","gaztédembóra","gastéðembóra"
"191","Tolosa","gaztedenbo","gaztédemboá","gastéðemboá"
"192","Uharte Garazi","gaztetasun","gaztétasun","gastétaśun"
"193","Uharte Garazi","gaztedenbor","gaztédembórr","gastéðembór̄"
"194","Urdiain","gaztedenboran","gáztedemborán","ɣásteðemborán"
"195","Urdiñarbe","gaztedenbo","gaztedembóa","gasteðembóa"
"196","Urdiñarbe","gaztedenboa","gaztedembóa","gasteðembóa"
"197","Urketa","gaztedenbora","gáztedémbora","gásteðémbora"
"198","Urketa","gaztetasun","gáztetasúna","gástetaśúna"
"199","Urretxu","gaztedenbora","gaztédemborá","gastéðemborá"
"200","Ürrüstoi","gaztedenboa","gaztedemboa","gasteðemboa"
"201","Uztaritze","gaztetasun","gaztetásun","gastetáśun"
"202","Uztaritze","gaztedenbora","gaztédembóra","gastéðembóra"
"203","Zaratamo","gastedenbora","gastédémpora","gaśtéðémpora"
"204","Zaratamo","gasteri","gastéri","gaśtéri"
"205","Zeanuri","gastesaro","gastesáro","ɣaśteśáro"
"206","Zeanuri","gastedenbora","gastedémpora","ɣaśteðémpora"
"207","Zeberio","gastedenbora","gastedémpora","ɣaśteðémpora"
"208","Zeberio","gastearo","gasteáro","ɣaśteáro"
"209","Zegama","gaztedenbora","gaztédemborá","ɣastéðemborá"
"210","Zilbeti","gaztetasun","gaztétasún","ɣastétaśún"
"211","Zollo (Arrankudiaga)","gastedenbora","gastédempora","ɣaśtéðempora"
"212","Zornotza","gastedenbora","gastedémpora","ɣaśteðémpora"
"213","Zornotza","gastetasun","gastétasun","ɣaśtétaśun"
"214","Zugarramurdi","gaztedenboran","gaztédemborán","ɣastéðemborán"
