"","Herria","Lema","Erantzuna","Erantzuna (fon)"
"45","Deba","illoba","illóba","iʎóβa"
"46","Dima","lloba","llóba","ʎóβa"
"47","Domintxaine","illoba","illóba","iʎóβa"
"48","Donamaria","illoba","illóba","iʎóβa"
"49","Donibane Lohizune","iloba","ilóba","ilóβa"
"50","Donostia","illoba","illóba","iʎóβa"
"51","Dorrao / Torrano","illeba","illéba","iʎéβa"
"52","Eibar","loiba","lóiba","lói̯βa"
"53","Elantxobe","loba","lóba","lóβa"
"54","Elduain","illoba","illóbá","iʎóβá"
"55","Elgoibar","illoba","illóba","iʎóβa"
"56","Elorrio","loiba","lóiba","lói̯βa"
"57","Erratzu","ilo","ílo","ílo"
"58","Erratzu","ilo","íluua","íluwa"
"59","Errezil","illoba","illobá","iʎoβá"
"60","Errigoiti","loba","lóba","lóβa"
"61","Eskiula","lloba","llóba","ʎóβa"
"62","Etxalar","illoba","illobá","iʎoβá"
"63","Etxaleku","illua","illúa","iʎúa"
"64","Etxarri (Larraun)","illo","illó","iʎó"
"65","Etxarri (Larraun)","illoa","ílloá","íʎoá"
"66","Etxebarri","lloba","llóba","ʎóβa"
"67","Etxebarria","loba","lóba","lóβa"
"68","Eugi","elleba","ellebá","eʎeβá"
"69","Ezkio-Itsaso","illoba","illóba","iʎóβa"
"70","Ezkurra","illo","illó","iʎó"
"71","Ezkurra","illoba","illóbá","iʎóβá"
"72","Ezterenzubi","iloba","ilóba","ilóβa"
"73","Gaintza","illo","illó","iʎó"
"74","Gaintza","illoa","illoá","iʎoá"
"75","Gamarte","illoba","illobá","iʎoβá"
"76","Gamiz-Fika","loba","lóba","lóβa"
"77","Garrüze","illoba","illóba","iʎóβa"
"78","Garrüze","illoba","illóba","iʎóβa"
"79","Getaria","illoba","illóbá","iʎóβá"
"80","Getxo","loba","lóba","lóβa"
"81","Gizaburuaga","loba","lóba","lóβa"
"82","Goizueta","illoba","illóba","iʎóβa"
"83","Hazparne","iloba","ilóba","ilóβa"
"84","Hendaia","illoba","illobá","iʎoβá"
"85","Hernani","illoba","illobá","iʎoβá"
"86","Hondarribia","illoba","illóba","iʎóβa"
"87","Ibarruri (Muxika)","loba","lóba","lóβa"
"88","Igoa","illo","illó","iʎó"
"89","Igoa","illoa","ílloá","íʎoá"
"90","Ikaztegieta","illoba","illóba","iʎóβa"
"91","Irisarri","iloba","ilóba","ilóβa"
"92","Itsasu","iloba","ilóba","ilóβa"
"93","Izturitze","iloba","ilóba","ilóβa"
"94","Jaurrieta","lioba","lióba","lióβa"
"95","Jutsi","iloba","iloba","iloβa"
"96","Kortezubi","loba","lobá","loβá"
"97","Landibarre","illoba","illóba","iʎóβa"
"98","Larrabetzu","loba","lóba","lóβa"
"99","Larraine","lloba","llóba","ʎóβa"
"100","Larraine","illoba","illóba","iʎóβa"
"101","Larzabale","illoba","illóba","iʎóβa"
"102","Lasarte-Oria","illoba","íllobá","íʎoβá"
"103","Laukiz","loba","lóba","lóβa"
"104","Legazpi","illoba","illoba","iʎoβa"
"105","Leintz Gatzaga","loba","lóba","lóβa"
"106","Leioa","lloba","llobá","ʎoβá"
"107","Leitza","illoa","illoá","iʎoá"
"108","Leitza","illoba","illobá","iʎoβá"
"109","Lekaroz","iloa","íloa","íloa"
"110","Lekeitio","loba","lóba","lóβa"
"111","Lemoa","lloba","llóba","ʎóβa"
"112","Lemoiz","loba","lobá","loβá"
"113","Luzaide / Valcarlos","illoba","ílloba","íʎoβa"
"114","Makea","iloba","íloba","íloβa"
"115","Mañaria","loba","lóba","lóβa"
"116","Mendaro","illoba","illóba","iʎóβa"
"117","Mendata","loba","lóba","lóβa"
"118","Mezkiritz","billoba","billóba","biʎóβa"
"119","Montori","lloba","llóba","ʎóβa"
"120","Mugerre","iloba","iloba","iloβa"
"121","Mungia","loba","lóba","lóβa"
"122","Oderitz","illoa","ílloá","íʎoá"
"123","Oderitz","illo","ílló","íʎó"
"124","Oiartzun","illoba","illóbá","iʎóβá"
"125","Oñati","lloba","llóba","ʎóβa"
"126","Ondarroa","loba","lóba","lóβa"
"127","Orexa","illoba","illóbá","iʎóβá"
"128","Orio","illoba","illóbá","iʎóβá"
"129","Orozko","lloba","llóba","ʎóβa"
"130","Otxandio","lloba","llóba","ʎóβa"
"131","Pagola","iloba","ilóba","ilóβa"
"132","Pagola","illoba","illóba","iʎóβa"
"133","Pasaia","illoba","íllobá","íʎoβá"
"134","Santa Grazi","loba","lóba","lóβa"
"135","Sara","iloba","ilóba","ilóβa"
"136","Senpere","iloba","ilóba","ilóβa"
"137","Sohüta","lloba","llóba","ʎóβa"
"138","Sondika","loba","lobá","loβá"
"139","Suarbe","illeba","illéba","iʎéβa"
"140","Sunbilla","illoba","illóba","iʎóβa"
"141","Tolosa","illoba","illóbá","iʎóβá"
"142","Uharte Garazi","iloba","ilóba","ilóβa"
"143","Urdiain","illoba","illóba","iʎóβa"
"144","Urdiñarbe","lloba","llóba","ʎóβa"
"145","Urketa","iloba","ilóba","ilóβa"
"146","Urretxu","illoba","illóba","iʎóβa"
"147","Ürrüstoi","lloba","llóba","ʎóβa"
"148","Uztaritze","iloba","ilóba","ilóβa"
"149","Zaratamo","lloba","llóba","ʎóβa"
"150","Zeanuri","lloba","llóba","ʎóβa"
"151","Zeberio","lloba","llóba","ʎóβa"
"152","Zegama","illoba","illobá","iʎoβá"
"153","Zilbeti","elleba","elléba","eʎéβa"
"154","Zollo (Arrankudiaga)","lloba","llóba","ʎóβa"
"155","Zornotza","lloba","llóba","ʎóβa"
"156","Zugarramurdi","iloba","ilóba","ilóβa"
