"","Herria","Lema","Erantzuna","Erantzuna (fon)"
"43","Busturia","erren","errén","er̄én"
"44","Deba","errañ","erráñ","ɛr̄áɲ"
"45","Dima","erren","érren","ér̄en"
"46","Domintxaine","sühia","s´ühia","śýhia"
"47","Donamaria","erregiñ","errégiñ","er̄éɣiɲ"
"48","Donibane Lohizune","errein","erréin","eRɛ́i̯n"
"49","Donostia","erraiñ","erraiñ","er̄ai̯ɲ"
"50","Dorrao / Torrano","erreñ","érreñ","ɛ́r̄ɛɲ"
"51","Eibar","erreiñ","erréiñ","ɛr̄ɛ́i̯ɲ"
"52","Elantxobe","errena","erréna","er̄éna"
"53","Elduain","errañe","erráñé","ɛr̄áɲé"
"54","Elgoibar","erreiñ","erréiñ","ɛr̄éiɲ"
"55","Elorrio","erren","érren","ér̄en"
"56","Errezil","errañ","erráñ","ɛr̄áɲ"
"57","Errigoiti","erren","érren","ér̄en"
"58","Eskiula","alabaxün","alábaxün","aláβaʃyn"
"59","Etxalar","erregiñ","errégiñ","ɛr̄éɣiɲ"
"60","Etxaleku","errain","erráin","er̄ái̯n"
"61","Etxarri (Larraun)","errañ","erráñ","ɛr̄áɲ"
"62","Etxebarri","erren","errén","er̄én"
"63","Etxebarria","errañ","erráñ","ɛr̄áɲ"
"64","Eugi","erraña","erráña","er̄áɲa"
"65","Ezkio-Itsaso","erreñ","erréñ","ɛr̄ɛ́ɲ"
"66","Ezkio-Itsaso","errañ","erráñ","ɛr̄áɲ"
"67","Ezkurra","errañe","erráñé","ɛr̄áɲé"
"68","Ezkurra","errañ","erráñ","ɛr̄áɲ"
"69","Ezterenzubi","erren","errén","er̄én"
"70","Gaintza","errañ","erráñ","ɛr̄áɲ"
"71","Gamarte","belefiya","bélefíya","bélefíǰa"
"72","Gamiz-Fika","erren","errén","er̄én"
"73","Garrüze","errena","erréna","er̄éna"
"74","Getaria","erreña","erréñá","ɛr̄ɛ́ɲá"
"75","Getaria","erregiña","errégiñá","ɛr̄ɛ́ɣiɲá"
"76","Getaria","erraña","erráñá","ɛr̄áɲá"
"77","Getxo","erren","errén","er̄én"
"78","Gizaburuaga","erren","errén","er̄én"
"79","Goizueta","erreña","erréñá","ɛr̄ɛ́ɲá"
"80","Hazparne","errena","erréna","er̄éna"
"81","Hendaia","erraña","erráña","eRáɲa"
"82","Hernani","erraña","errañá","ɛr̄aɲá"
"83","Hondarribia","erraña","erráña","er̄áɲa"
"84","Ibarruri (Muxika)","erren","errén","er̄én"
"85","Igoa","errañe","érrañé","ɛ́r̄aɲé"
"86","Igoa","errañ","érráñ","ɛ́r̄áɲ"
"87","Ikaztegieta","errañ","erráñ","er̄áɲ"
"88","Irisarri","erren","errén","er̄én"
"89","Itsasu","erren","errén","er̄én"
"90","Izturitze","errena","erréna","er̄éna"
"91","Jaurrieta","suya","súya","śúǰa"
"92","Jutsi","errena","errena","er̄ena"
"93","Kortezubi","erren","érren","ér̄en"
"94","Landibarre","erren","érren","ér̄en"
"95","Landibarre","belefilla","belefílla","belefíʎa"
"96","Larrabetzu","erren","érren","ér̄en"
"97","Larraine","erren","érren","ér̄en"
"98","Larzabale","erren","erren","er̄en"
"99","Lasarte-Oria","erraña","erráñá","ɛr̄áɲá"
"100","Laukiz","erren","errén","er̄én"
"101","Legazpi","erraiñ","erraiñ","er̄ai̯ɲ"
"102","Leintz Gatzaga","erran","errán","er̄án"
"103","Leioa","erran","erran","er̄an"
"104","Leitza","erreiñ","erréiñ","ɛr̄ɛ́i̯ɲ"
"105","Lekaroz","erreine","erréine","ɛr̄éi̯ne"
"106","Lekeitio","erren","érren","ér̄en"
"107","Lemoa","erren","errén","er̄én"
"108","Lemoiz","erran","errán","er̄án"
"109","Luzaide / Valcarlos","erreina","erréina","er̄éi̯na"
"110","Makea","errena","érrena","ér̄ena"
"111","Mañaria","erren","érren","ér̄en"
"112","Mendaro","erreñ","erréñ","ɛr̄ɛ́ɲ"
"113","Mendata","erren","érren","ér̄en"
"114","Mezkiritz","erraña","erráña","er̄áɲa"
"115","Mugerre","belfill","belfill","belfiʎ"
"116","Mugerre","erreina","erreina","er̄ei̯na"
"117","Mungia","erra","errá","er̄á"
"118","Mungia","errana","errana","er̄ana"
"119","Oderitz","erreiñe","érreiñé","ér̄ei̯ɲé"
"120","Oderitz","errein","érréin","ér̄éi̯n"
"121","Oiartzun","erraña","errañá","ɛr̄aɲá"
"122","Oñati","erran","errán","er̄án"
"123","Ondarroa","erregin","errégin","er̄éɣin"
"124","Orexa","erraña","erráña","ɛr̄áɲa"
"125","Orio","erreñ","erréñ","ɛr̄ɛ́ɲ"
"126","Orozko","erren","érren","ér̄en"
"127","Otxandio","erran","érran","ér̄an"
"128","Pagola","belfilla","belfílla","belfíʎa"
"129","Pagola","erren","errén","er̄én"
"130","Pasaia","erreña","erréñá","er̄ɛ́ɲá"
"131","Santa Grazi","belefilla","belefilla","beløfiʎa"
"132","Santa Grazi","semiaen emaztia","semiáen emaztia","śemjáen emastia"
"133","Sara","erregin","errégin","er̄éɣin"
"134","Senpere","erregina","errégina","er̄éɣina"
"135","Sohüta","errena","erréna","er̄éna"
"136","Sondika","erran","érran","ér̄an"
"137","Suarbe","erreñ","erréñ","ɛr̄ɛ́ɲ"
"138","Sunbilla","erregiña","errégiña","ɛr̄éɣiɲa"
"139","Tolosa","errañ","erráñ","ɛr̄áɲ"
"140","Uharte Garazi","erren","érren","ér̄en"
"141","Urdiain","erreina","erréina","er̄éi̯na"
"142","Urdiñarbe","belefilla","belefílla","belœfíʎa"
"143","Urketa","suhia","súhia","śúhia"
"144","Urretxu","erreña","erréña","ɛr̄ɛ́ɲa"
"145","Urretxu","erreñ","erréñ","ɛr̄ɛ́ɲ"
"146","Ürrüstoi","belfilla","belfilla","belfiʎa"
"147","Uztaritze","erren","érren","ér̄en"
"148","Zaratamo","erren","érren","ér̄en"
"149","Zeanuri","erren","érren","ér̄en"
"150","Zeberio","erren","érren","ér̄en"
"151","Zegama","errañ","erráñ","ɛr̄áɲ"
"152","Zilbeti","erraña","erráña","er̄áɲa"
"153","Zollo (Arrankudiaga)","erran","érran","ér̄an"
"154","Zornotza","erren","érren","ér̄en"
"155","Zugarramurdi","erreina","erréina","er̄éi̯na"
